feat1	feat2	R	p	Padj	name_int	type	sign	color
TCOF1	RRM2	0.447712361123261	0.000101835922580396	0.00371983984249942	TCOF1 (interacts with) RRM2	prot-prot	NA	prot-prot_NA
SAMD9L	RRM2B	0.524765987227714	3.11053879853418e-06	0.000183418223527802	SAMD9L (interacts with) RRM2B	prot-prot	NA	prot-prot_NA
TIGAR	RRM2B	0.464858717522526	5.02978060517023e-05	0.00204536446462029	TIGAR (interacts with) RRM2B	prot-prot	NA	prot-prot_NA
SNX5	SAMD9L	0.546146443880675	1.00663775270959e-06	6.73188997124541e-05	SNX5 (interacts with) SAMD9L	prot-prot	NA	prot-prot_NA
SPARC	SAMD9L	0.551990202082058	7.29416544498207e-07	5.13893466741124e-05	SPARC (interacts with) SAMD9L	prot-prot	NA	prot-prot_NA
TACC3	SAMD9L	0.6420960545884	2.08763850650939e-09	2.84406137120219e-07	TACC3 (interacts with) SAMD9L	prot-prot	NA	prot-prot_NA
TIMP3	SAMD9L	0.512658560055988	5.69924820892354e-06	0.00030974961694213	TIMP3 (interacts with) SAMD9L	prot-prot	NA	prot-prot_NA
taurine	SAMD9L	0.482984865716035	2.28794695504853e-05	0.00102987691158013	taurine (interacts with) SAMD9L	met-prot	pos	met-prot_pos
SERPINI1	SCG2	-0.465943487009011	4.80411975609663e-05	0.00197708005347053	SERPINI1 (interacts with) SCG2	prot-prot	NA	prot-prot_NA
STC2	SCG2	0.508039541597411	7.13704994148578e-06	0.000376343824429887	STC2 (interacts with) SCG2	prot-prot	NA	prot-prot_NA
TCTN3	SERPINF1	0.459386400038574	6.32555153639025e-05	0.00248759821522973	TCTN3 (interacts with) SERPINF1	prot-prot	NA	prot-prot_NA
3-methyl-2-oxobutyrate	SERPINF1	0.506451810463002	7.70503756886143e-06	0.00040463264778806	3-methyl-2-oxobutyrate (interacts with) SERPINF1	met-prot	pos	met-prot_pos
STC2	SERPINI1	-0.742349750677981	1.91402449445377e-13	5.99416451433815e-11	STC2 (interacts with) SERPINI1	prot-prot	NA	prot-prot_NA
TCOF1	SNRPB2	0.518642288513691	4.23749614686386e-06	0.000239689209364458	TCOF1 (interacts with) SNRPB2	prot-prot	NA	prot-prot_NA
SPARC	SNX5	0.459399877526026	6.32201169330493e-05	0.00248759821522973	SPARC (interacts with) SNX5	prot-prot	NA	prot-prot_NA
TACC3	SNX5	0.499641326218179	1.06549999265848e-05	0.00053027208936957	TACC3 (interacts with) SNX5	prot-prot	NA	prot-prot_NA
TACC3	SPARC	0.632753039979004	4.18675583091499e-09	5.27038675185769e-07	TACC3 (interacts with) SPARC	prot-prot	NA	prot-prot_NA
TIMP3	SPARC	0.614941824862217	1.48185834714099e-08	1.63322413538972e-06	TIMP3 (interacts with) SPARC	prot-prot	NA	prot-prot_NA
TSC22D1	SPARC	0.475566442131047	3.17537220051456e-05	0.00138092393072335	TSC22D1 (interacts with) SPARC	prot-prot	NA	prot-prot_NA
taurine	SPARC	0.478365847257458	2.80843551676568e-05	0.00123600041252001	taurine (interacts with) SPARC	met-prot	pos	met-prot_pos
TIMP3	TACC3	0.616166564605021	1.36193019084629e-08	1.52062466525795e-06	TIMP3 (interacts with) TACC3	prot-prot	NA	prot-prot_NA
TSC22D1	TACC3	0.480150468025545	2.5955108745368e-05	0.00115415964083299	TSC22D1 (interacts with) TACC3	prot-prot	NA	prot-prot_NA
taurine	TACC3	0.520391916717697	3.88160801945148e-06	0.000222003772693795	taurine (interacts with) TACC3	met-prot	pos	met-prot_pos
TNFRSF19	TNFRSF10B	0.501657787245049	9.68690962666052e-06	0.000489684722859532	TNFRSF19 (interacts with) TNFRSF10B	prot-prot	NA	prot-prot_NA
TNFRSF1B	TNFRSF10B	0.46328405213892	5.37487051652796e-05	0.00216852592088669	TNFRSF1B (interacts with) TNFRSF10B	prot-prot	NA	prot-prot_NA
ULBP2	TNFRSF10B	0.444528037791969	0.000115617460535677	0.00411226646337423	ULBP2 (interacts with) TNFRSF10B	prot-prot	NA	prot-prot_NA
1-ribosyl-imidazoleacetate*	TNFRSF10B	0.510698976467501	6.27250008156111e-06	0.000337335711192647	1-ribosyl-imidazoleacetate* (interacts with) TNFRSF10B	met-prot	pos	met-prot_pos
1-ribosyl-imidazoleacetate*	TNFRSF19	0.481344426091606	2.46154467098414e-05	0.00109839213120543	1-ribosyl-imidazoleacetate* (interacts with) TNFRSF19	met-prot	pos	met-prot_pos
TNFRSF21	TNFRSF1B	0.518047414924329	4.36530305392147e-06	0.000245835487773472	TNFRSF21 (interacts with) TNFRSF1B	prot-prot	NA	prot-prot_NA
indolelactate	ULBP2	0.466818301111014	4.62900904425467e-05	0.00191576071323868	indolelactate (interacts with) ULBP2	met-prot	pos	met-prot_pos
1-ribosyl-imidazoleacetate*	1-methyl-4-imidazoleacetate	0.596640713848307	5.01597554602995e-08	4.91642183290264e-06	1-ribosyl-imidazoleacetate* (interacts with) 1-methyl-4-imidazoleacetate	met-met	NA	met-met_NA
4-imidazoleacetate	1-methyl-4-imidazoleacetate	0.573775655172582	2.07610874269903e-07	1.72538745995182e-05	4-imidazoleacetate (interacts with) 1-methyl-4-imidazoleacetate	met-met	NA	met-met_NA
4-imidazoleacetate	1-ribosyl-imidazoleacetate*	0.458961034697405	6.43822000725436e-05	0.00252032758820567	4-imidazoleacetate (interacts with) 1-ribosyl-imidazoleacetate*	met-met	NA	met-met_NA
2-hydroxybutyrate/2-hydroxyisobutyrate	2-aminobutyrate	0.599195171026157	4.25038113593956e-08	4.22242891957168e-06	2-hydroxybutyrate/2-hydroxyisobutyrate (interacts with) 2-aminobutyrate	met-met	NA	met-met_NA
2S,3R-dihydroxybutyrate	2-aminobutyrate	0.646260169713936	1.51920320767829e-09	2.17343389265618e-07	2S,3R-dihydroxybutyrate (interacts with) 2-aminobutyrate	met-met	NA	met-met_NA
3-hydroxy-2-ethylpropionate	2-aminobutyrate	0.570186335403727	2.56966866452046e-07	2.07839657653183e-05	3-hydroxy-2-ethylpropionate (interacts with) 2-aminobutyrate	met-met	NA	met-met_NA
acetoacetate	2-aminobutyrate	0.476616219053451	3.0328455664641e-05	0.00132342351991161	acetoacetate (interacts with) 2-aminobutyrate	met-met	NA	met-met_NA
gamma-glutamyl-2-aminobutyrate	2-aminobutyrate	0.595261841387687	5.48178005210787e-08	5.32932452205084e-06	gamma-glutamyl-2-aminobutyrate (interacts with) 2-aminobutyrate	met-met	NA	met-met_NA
2S,3R-dihydroxybutyrate	2-hydroxybutyrate/2-hydroxyisobutyrate	0.687586387892573	4.87476725652414e-11	1.00954857377048e-08	2S,3R-dihydroxybutyrate (interacts with) 2-hydroxybutyrate/2-hydroxyisobutyrate	met-met	NA	met-met_NA
3-hydroxy-2-ethylpropionate	2-hydroxybutyrate/2-hydroxyisobutyrate	0.588557431545797	8.39243043948557e-08	7.76640049318881e-06	3-hydroxy-2-ethylpropionate (interacts with) 2-hydroxybutyrate/2-hydroxyisobutyrate	met-met	NA	met-met_NA
3-hydroxybutyrate (BHBA)	2-hydroxybutyrate/2-hydroxyisobutyrate	0.630198582801155	5.04373964815841e-09	6.18249327755169e-07	3-hydroxybutyrate (BHBA) (interacts with) 2-hydroxybutyrate/2-hydroxyisobutyrate	met-met	NA	met-met_NA
3-hydroxyisobutyrate	2-hydroxybutyrate/2-hydroxyisobutyrate	0.454325955734406	7.79224856191085e-05	0.00294705365345907	3-hydroxyisobutyrate (interacts with) 2-hydroxybutyrate/2-hydroxyisobutyrate	met-met	NA	met-met_NA
3-methyl-2-oxobutyrate	2-hydroxybutyrate/2-hydroxyisobutyrate	0.670614994313708	2.13820072758608e-10	3.81312463086185e-08	3-methyl-2-oxobutyrate (interacts with) 2-hydroxybutyrate/2-hydroxyisobutyrate	met-met	NA	met-met_NA
acetoacetate	2-hydroxybutyrate/2-hydroxyisobutyrate	0.622850144344327	8.53771786601953e-09	9.9885464601085e-07	acetoacetate (interacts with) 2-hydroxybutyrate/2-hydroxyisobutyrate	met-met	NA	met-met_NA
alpha-ketobutyrate	2-hydroxybutyrate/2-hydroxyisobutyrate	0.681812614819351	8.15090217543002e-11	1.62891181217932e-08	alpha-ketobutyrate (interacts with) 2-hydroxybutyrate/2-hydroxyisobutyrate	met-met	NA	met-met_NA
indolelactate	2-hydroxyphenylacetate	0.493167701863354	1.44080590946949e-05	0.000692233784007044	indolelactate (interacts with) 2-hydroxyphenylacetate	met-met	NA	met-met_NA
3-hydroxy-2-ethylpropionate	2S,3R-dihydroxybutyrate	0.669880150468026	2.27460272839153e-10	4.0008080866503e-08	3-hydroxy-2-ethylpropionate (interacts with) 2S,3R-dihydroxybutyrate	met-met	NA	met-met_NA
3-hydroxybutyrate (BHBA)	2S,3R-dihydroxybutyrate	0.579354387192722	1.48276725342456e-07	1.27991472497286e-05	3-hydroxybutyrate (BHBA) (interacts with) 2S,3R-dihydroxybutyrate	met-met	NA	met-met_NA
acetoacetate	2S,3R-dihydroxybutyrate	0.557029131309597	5.49785147629933e-07	3.9995701391322e-05	acetoacetate (interacts with) 2S,3R-dihydroxybutyrate	met-met	NA	met-met_NA
alpha-ketobutyrate	2S,3R-dihydroxybutyrate	0.461674394191234	5.75018887793988e-05	0.00228937752535653	alpha-ketobutyrate (interacts with) 2S,3R-dihydroxybutyrate	met-met	NA	met-met_NA
gamma-glutamyl-2-aminobutyrate	2S,3R-dihydroxybutyrate	0.485136388588119	2.07750204124224e-05	0.000943417372574726	gamma-glutamyl-2-aminobutyrate (interacts with) 2S,3R-dihydroxybutyrate	met-met	NA	met-met_NA
3-(3-hydroxyphenyl)propionate sulfate	3-(3-hydroxyphenyl)propionate	0.864125168342872	0	0	3-(3-hydroxyphenyl)propionate sulfate (interacts with) 3-(3-hydroxyphenyl)propionate	met-met	NA	met-met_NA
3-hydroxy-2-ethylpropionate	3-aminoisobutyrate	0.452107883036135	8.52928769776717e-05	0.00318824029226581	3-hydroxy-2-ethylpropionate (interacts with) 3-aminoisobutyrate	met-met	NA	met-met_NA
3-hydroxybutyrate (BHBA)	3-aminoisobutyrate	0.444549423072063	0.000115519432350109	0.00411162719715979	3-hydroxybutyrate (BHBA) (interacts with) 3-aminoisobutyrate	met-met	NA	met-met_NA
acetoacetate	3-aminoisobutyrate	0.461188532854082	5.86815500416282e-05	0.00233453478709375	acetoacetate (interacts with) 3-aminoisobutyrate	met-met	NA	met-met_NA
glycocholenate sulfate*	3-aminoisobutyrate	0.442309879379005	0.000126212060954423	0.00442776738430269	glycocholenate sulfate* (interacts with) 3-aminoisobutyrate	met-met	NA	met-met_NA
3-indoleglyoxylic acid	3-formylindole	0.703263056600472	1.13515863375824e-11	2.66218024793713e-09	3-indoleglyoxylic acid (interacts with) 3-formylindole	met-met	NA	met-met_NA
indolelactate	3-formylindole	0.562103053101216	4.11622278928547e-07	3.09530311065449e-05	indolelactate (interacts with) 3-formylindole	met-met	NA	met-met_NA
3-hydroxybutyrate (BHBA)	3-hydroxy-2-ethylpropionate	0.577989677193596	1.61095467188233e-07	1.37211661605102e-05	3-hydroxybutyrate (BHBA) (interacts with) 3-hydroxy-2-ethylpropionate	met-met	NA	met-met_NA
3-methyl-2-oxobutyrate	3-hydroxy-2-ethylpropionate	0.516192809028082	4.78731492004059e-06	0.000267839318402271	3-methyl-2-oxobutyrate (interacts with) 3-hydroxy-2-ethylpropionate	met-met	NA	met-met_NA
acetoacetate	3-hydroxy-2-ethylpropionate	0.580859067448167	1.35262853806495e-07	1.17947371332794e-05	acetoacetate (interacts with) 3-hydroxy-2-ethylpropionate	met-met	NA	met-met_NA
alpha-ketobutyrate	3-hydroxy-2-ethylpropionate	0.461779371883475	5.72499066675558e-05	0.00228111342625731	alpha-ketobutyrate (interacts with) 3-hydroxy-2-ethylpropionate	met-met	NA	met-met_NA
3-methyl-2-oxobutyrate	3-hydroxybutyrate (BHBA)	0.454430933426647	7.75886977979479e-05	0.00293659212888917	3-methyl-2-oxobutyrate (interacts with) 3-hydroxybutyrate (BHBA)	met-met	NA	met-met_NA
acetoacetate	3-hydroxybutyrate (BHBA)	0.818983466013472	0	0	acetoacetate (interacts with) 3-hydroxybutyrate (BHBA)	met-met	NA	met-met_NA
alpha-ketobutyrate	3-hydroxyisobutyrate	0.442778409587963	0.000123902407320742	0.00435566573579281	alpha-ketobutyrate (interacts with) 3-hydroxyisobutyrate	met-met	NA	met-met_NA
indolelactate	3-indoleglyoxylic acid	0.545971481060275	1.01629796089853e-06	6.77883938594134e-05	indolelactate (interacts with) 3-indoleglyoxylic acid	met-met	NA	met-met_NA
acetoacetate	3-methyl-2-oxobutyrate	0.443163327792844	0.000122034135147553	0.00430176608179706	acetoacetate (interacts with) 3-methyl-2-oxobutyrate	met-met	NA	met-met_NA
alpha-ketobutyrate	3-methyl-2-oxobutyrate	0.551045402851894	7.68730236355708e-07	5.37901702169335e-05	alpha-ketobutyrate (interacts with) 3-methyl-2-oxobutyrate	met-met	NA	met-met_NA
indolepropionate	3-phenylpropionate (hydrocinnamate)	0.440554301881208	0.000135223614840863	0.00471492522622315	indolepropionate (interacts with) 3-phenylpropionate (hydrocinnamate)	met-met	NA	met-met_NA
deoxycholic acid 12-sulfate*	deoxycholate	0.464892103623435	5.02269138731304e-05	0.00204536446462029	deoxycholic acid 12-sulfate* (interacts with) deoxycholate	met-met	NA	met-met_NA
isoursodeoxycholate	deoxycholate	0.451946461376957	8.58536338892435e-05	0.00320453679981944	isoursodeoxycholate (interacts with) deoxycholate	met-met	NA	met-met_NA
ursodeoxycholate	deoxycholate	0.593459577670249	6.15258715086497e-08	5.87354788231273e-06	ursodeoxycholate (interacts with) deoxycholate	met-met	NA	met-met_NA
glycocholenate sulfate*	deoxycholic acid 12-sulfate*	0.466083101741447	4.77576765067766e-05	0.00196698818395192	glycocholenate sulfate* (interacts with) deoxycholic acid 12-sulfate*	met-met	NA	met-met_NA
glycodeoxycholate 3-sulfate	deoxycholic acid 12-sulfate*	0.660624411836944	4.88451057378825e-10	7.93887541360014e-08	glycodeoxycholate 3-sulfate (interacts with) deoxycholic acid 12-sulfate*	met-met	NA	met-met_NA
glycolithocholate	deoxycholic acid 12-sulfate*	0.442015235908265	0.000127684775378611	0.00447332200780729	glycolithocholate (interacts with) deoxycholic acid 12-sulfate*	met-met	NA	met-met_NA
glycolithocholate sulfate*	deoxycholic acid 12-sulfate*	0.58200033355241	1.26120391463758e-07	1.10727235992796e-05	glycolithocholate sulfate* (interacts with) deoxycholic acid 12-sulfate*	met-met	NA	met-met_NA
lithocholate sulfate (1)	deoxycholic acid 12-sulfate*	0.741939910691345	2.00728322852228e-13	6.24812524950936e-11	lithocholate sulfate (1) (interacts with) deoxycholic acid 12-sulfate*	met-met	NA	met-met_NA
glycocholenate sulfate*	deoxycholic acid glucuronide	0.562905298771415	3.93036715617967e-07	2.99173474741661e-05	glycocholenate sulfate* (interacts with) deoxycholic acid glucuronide	met-met	NA	met-met_NA
glycodeoxycholate 3-sulfate	glycocholenate sulfate*	0.498683393277706	1.11458720293278e-05	0.000550964376733664	glycodeoxycholate 3-sulfate (interacts with) glycocholenate sulfate*	met-met	NA	met-met_NA
glycolithocholate sulfate*	glycocholenate sulfate*	0.533483802695619	1.98199756051842e-06	0.000122497466556229	glycolithocholate sulfate* (interacts with) glycocholenate sulfate*	met-met	NA	met-met_NA
glycoursodeoxycholic acid sulfate (1)	glycocholenate sulfate*	0.54333144820131	1.17307103053577e-06	7.72422155491243e-05	glycoursodeoxycholic acid sulfate (1) (interacts with) glycocholenate sulfate*	met-met	NA	met-met_NA
taurocholenate sulfate*	glycocholenate sulfate*	0.474166739567842	3.37509410894832e-05	0.00145667927256795	taurocholenate sulfate* (interacts with) glycocholenate sulfate*	met-met	NA	met-met_NA
glycodeoxycholate 3-sulfate	glycodeoxycholate	0.615573123488985	1.41884157756067e-08	1.5773095979116e-06	glycodeoxycholate 3-sulfate (interacts with) glycodeoxycholate	met-met	NA	met-met_NA
glycolithocholate	glycodeoxycholate	0.677206917475523	1.21812115949638e-10	2.35198130645616e-08	glycolithocholate (interacts with) glycodeoxycholate	met-met	NA	met-met_NA
glycolithocholate sulfate*	glycodeoxycholate	0.579256899468752	1.49159466111826e-07	1.2832211355952e-05	glycolithocholate sulfate* (interacts with) glycodeoxycholate	met-met	NA	met-met_NA
glycoursodeoxycholate	glycodeoxycholate	0.46844893905779	4.31829764022673e-05	0.00180903561828748	glycoursodeoxycholate (interacts with) glycodeoxycholate	met-met	NA	met-met_NA
taurodeoxycholate	glycodeoxycholate	0.777860460899032	2.22044604925031e-15	1.0182331168705e-12	taurodeoxycholate (interacts with) glycodeoxycholate	met-met	NA	met-met_NA
glycolithocholate	glycodeoxycholate 3-sulfate	0.50888568565489	6.8505837864663e-06	0.000362727817807123	glycolithocholate (interacts with) glycodeoxycholate 3-sulfate	met-met	NA	met-met_NA
glycolithocholate sulfate*	glycodeoxycholate 3-sulfate	0.809182209469154	0	0	glycolithocholate sulfate* (interacts with) glycodeoxycholate 3-sulfate	met-met	NA	met-met_NA
lithocholate sulfate (1)	glycodeoxycholate 3-sulfate	0.614658979621541	1.51094587952372e-08	1.6617169244612e-06	lithocholate sulfate (1) (interacts with) glycodeoxycholate 3-sulfate	met-met	NA	met-met_NA
taurodeoxycholate	glycodeoxycholate 3-sulfate	0.483653955525073	2.22046766638062e-05	0.00100232718364475	taurodeoxycholate (interacts with) glycodeoxycholate 3-sulfate	met-met	NA	met-met_NA
taurodeoxycholic acid 3-sulfate	glycodeoxycholate 3-sulfate	0.717146173130479	2.87991852587766e-12	7.43279474819479e-10	taurodeoxycholic acid 3-sulfate (interacts with) glycodeoxycholate 3-sulfate	met-met	NA	met-met_NA
taurolithocholate 3-sulfate	glycodeoxycholate 3-sulfate	0.634543211844873	3.67076768981178e-09	4.72507840974269e-07	taurolithocholate 3-sulfate (interacts with) glycodeoxycholate 3-sulfate	met-met	NA	met-met_NA
glycoursodeoxycholate	glycohyocholate	0.464274007718271	5.15545078794144e-05	0.0020898496643147	glycoursodeoxycholate (interacts with) glycohyocholate	met-met	NA	met-met_NA
hyocholate	glycohyocholate	0.562325835509668	4.0637964149326e-07	3.0738527271456e-05	hyocholate (interacts with) glycohyocholate	met-met	NA	met-met_NA
taurohyocholate*	glycohyocholate	0.695313768590878	2.40438779997021e-11	5.25486627261574e-09	taurohyocholate* (interacts with) glycohyocholate	met-met	NA	met-met_NA
glycolithocholate sulfate*	glycolithocholate	0.672073215020944	1.89028792618728e-10	3.44273715918365e-08	glycolithocholate sulfate* (interacts with) glycolithocholate	met-met	NA	met-met_NA
lithocholate sulfate (1)	glycolithocholate	0.539952655503229	1.4069908891301e-06	9.07827287257813e-05	lithocholate sulfate (1) (interacts with) glycolithocholate	met-met	NA	met-met_NA
taurodeoxycholate	glycolithocholate	0.61219272697316	1.78858035049245e-08	1.93800605066018e-06	taurodeoxycholate (interacts with) glycolithocholate	met-met	NA	met-met_NA
taurolithocholate 3-sulfate	glycolithocholate	0.447391969530455	0.000103150610848868	0.00374668696831531	taurolithocholate 3-sulfate (interacts with) glycolithocholate	met-met	NA	met-met_NA
lithocholate sulfate (1)	glycolithocholate sulfate*	0.717746844989156	2.70894418008538e-12	7.02683702470632e-10	lithocholate sulfate (1) (interacts with) glycolithocholate sulfate*	met-met	NA	met-met_NA
taurodeoxycholate	glycolithocholate sulfate*	0.463148133585508	5.40566264168874e-05	0.00217923730986761	taurodeoxycholate (interacts with) glycolithocholate sulfate*	met-met	NA	met-met_NA
taurodeoxycholic acid 3-sulfate	glycolithocholate sulfate*	0.604228655905066	3.05381369081204e-08	3.11816841272577e-06	taurodeoxycholic acid 3-sulfate (interacts with) glycolithocholate sulfate*	met-met	NA	met-met_NA
taurolithocholate 3-sulfate	glycolithocholate sulfate*	0.754498770904306	4.61852778244065e-14	1.6472749090705e-11	taurolithocholate 3-sulfate (interacts with) glycolithocholate sulfate*	met-met	NA	met-met_NA
glycoursodeoxycholic acid sulfate (1)	glycoursodeoxycholate	0.633216933380181	4.04679312282497e-09	5.10671485966315e-07	glycoursodeoxycholic acid sulfate (1) (interacts with) glycoursodeoxycholate	met-met	NA	met-met_NA
isoursodeoxycholate	glycoursodeoxycholate	0.56843670719972	2.84859789978498e-07	2.24737308959995e-05	isoursodeoxycholate (interacts with) glycoursodeoxycholate	met-met	NA	met-met_NA
ursodeoxycholate	glycoursodeoxycholate	0.518757144658372	4.21322682786496e-06	0.000238743452254291	ursodeoxycholate (interacts with) glycoursodeoxycholate	met-met	NA	met-met_NA
isoursodeoxycholate	glycoursodeoxycholic acid sulfate (1)	0.516841539778507	4.63553498630809e-06	0.000260157704214443	isoursodeoxycholate (interacts with) glycoursodeoxycholic acid sulfate (1)	met-met	NA	met-met_NA
indoleacetoylcarnitine*	indoleacetate	0.491558043915668	1.55160314356806e-05	0.000736509588296262	indoleacetoylcarnitine* (interacts with) indoleacetate	met-met	NA	met-met_NA
indoleacetylglutamine	indoleacetate	0.440713848307235	0.000134380813367141	0.00469190929608182	indoleacetylglutamine (interacts with) indoleacetate	met-met	NA	met-met_NA
methyl indole-3-acetate	indoleacetate	0.839898870637253	0	0	methyl indole-3-acetate (interacts with) indoleacetate	met-met	NA	met-met_NA
indoleacetylglutamine	indoleacetoylcarnitine*	0.591461814364448	6.98674855748038e-08	6.5721502914321e-06	indoleacetylglutamine (interacts with) indoleacetoylcarnitine*	met-met	NA	met-met_NA
methyl indole-3-acetate	indoleacetoylcarnitine*	0.503599891541373	8.83270610363418e-06	0.000455108409166103	methyl indole-3-acetate (interacts with) indoleacetoylcarnitine*	met-met	NA	met-met_NA
methyl indole-3-acetate	indoleacetylglutamine	0.454207455248377	7.83008648173045e-05	0.00295700913015938	methyl indole-3-acetate (interacts with) indoleacetylglutamine	met-met	NA	met-met_NA
ursodeoxycholate	isoursodeoxycholate	0.606553566163402	2.61624542030603e-08	2.72004787018052e-06	ursodeoxycholate (interacts with) isoursodeoxycholate	met-met	NA	met-met_NA
taurodeoxycholic acid 3-sulfate	lithocholate sulfate (1)	0.497936905347032	1.15429362324004e-05	0.000570043466246237	taurodeoxycholic acid 3-sulfate (interacts with) lithocholate sulfate (1)	met-met	NA	met-met_NA
taurolithocholate 3-sulfate	lithocholate sulfate (1)	0.603242475178804	3.25964379932486e-08	3.31515456501634e-06	taurolithocholate 3-sulfate (interacts with) lithocholate sulfate (1)	met-met	NA	met-met_NA
spermine	spermidine	0.694164989939638	2.674527266322e-11	5.77158489068479e-09	spermine (interacts with) spermidine	met-met	NA	met-met_NA
taurocholenate sulfate*	taurochenodeoxycholic acid 3-sulfate	0.662721451061133	4.11754408347065e-10	6.82184077829202e-08	taurocholenate sulfate* (interacts with) taurochenodeoxycholic acid 3-sulfate	met-met	NA	met-met_NA
taurodeoxycholic acid 3-sulfate	taurochenodeoxycholic acid 3-sulfate	0.554773878151776	6.2430333569452e-07	4.45955762465516e-05	taurodeoxycholic acid 3-sulfate (interacts with) taurochenodeoxycholic acid 3-sulfate	met-met	NA	met-met_NA
taurolithocholate 3-sulfate	taurochenodeoxycholic acid 3-sulfate	0.560590560069334	4.48937585773024e-07	3.32719111187626e-05	taurolithocholate 3-sulfate (interacts with) taurochenodeoxycholic acid 3-sulfate	met-met	NA	met-met_NA
taurodeoxycholic acid 3-sulfate	taurocholenate sulfate*	0.523436136842076	3.32826409743525e-06	0.000194029107882264	taurodeoxycholic acid 3-sulfate (interacts with) taurocholenate sulfate*	met-met	NA	met-met_NA
taurolithocholate 3-sulfate	taurocholenate sulfate*	0.686431633277928	5.4077187172652e-11	1.10214457666167e-08	taurolithocholate 3-sulfate (interacts with) taurocholenate sulfate*	met-met	NA	met-met_NA
taurodeoxycholic acid 3-sulfate	taurodeoxycholate	0.550417742022662	7.95941237141662e-07	5.53173774554746e-05	taurodeoxycholic acid 3-sulfate (interacts with) taurodeoxycholate	met-met	NA	met-met_NA
