"","ID","EQUATION","GENE.ASSOCIATION","SUBSYSTEM"
"8706","MAR02273","linoleate[l] => linoleate[r]",NA,"Transport reactions"
"8707","MAR02274","lanosterol[r] => lanosterol[x]",NA,"Transport reactions"
"8708","MAR02275","choloyl-CoA[r] <=> choloyl-CoA[c]",NA,"Transport reactions"
"8709","MAR02276","ATP[c] + H2O[c] + Chenodeoxycholate[c] => ADP[c] + H+[c] + Pi[c] + Chenodeoxycholate[e]","ENSG00000023839","Transport reactions"
"8710","MAR02277","Chenodeoxycholate[c] <=> Chenodeoxycholate[r]",NA,"Transport reactions"
"8711","MAR02278","L-carnitine[c] + L-palmitoylcarnitine[x] <=> L-carnitine[x] + L-palmitoylcarnitine[c]",NA,"Transport reactions"
"8712","MAR02279","L-carnitine[c] + linoleic-carnitine[x] => L-carnitine[x] + linoleic-carnitine[c]",NA,"Transport reactions"
"8713","MAR02280","L-carnitine[c] + arachidonyl-carnitine[x] => arachidonyl-carnitine[c] + L-carnitine[x]",NA,"Transport reactions"
"8714","MAR02283","25(R)DHCA-CoA[r] + ATP[r] + H2O[r] => 25(R)DHCA-CoA[x] + ADP[r] + H+[r] + Pi[r]",NA,"Transport reactions"
"8715","MAR02285","25(R)THCA-CoA[r] + ATP[r] + H2O[r] => 25(R)THCA-CoA[x] + ADP[r] + H+[r] + Pi[r]",NA,"Transport reactions"
"8716","MAR02290","ATP[x] + H2O[x] + taurocholate[x] => ADP[x] + H+[x] + Pi[x] + taurocholate[e]",NA,"Transport reactions"
"8717","MAR02291","3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[m] <=> 3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[c]",NA,"Transport reactions"
"8718","MAR02297","7alpha-hydroxycholest-4-en-3-one[r] + ATP[r] + H2O[r] => 7alpha-hydroxycholest-4-en-3-one[c] + ADP[r] + H+[r] + Pi[r]",NA,"Transport reactions"
"8719","MAR02298","ATP[x] + H2O[x] + taurochenodeoxycholate[x] => ADP[x] + H+[x] + Pi[x] + taurochenodeoxycholate[e]",NA,"Transport reactions"
"8720","MAR02299","tyrosine[c] => tyrosine[m]",NA,"Transport reactions"
"8721","MAR02300","H+[r] + NADPH[r] + 2 O2[r] + 14-demethyllanosterol[r] => 2 H2O[r] + NADP+[r] + 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[r]",NA,"Cholesterol metabolism"
"8722","MAR02301","3 H+[r] + NADP+[r] + 3-keto-4-methylzymosterol[r] <=> NADPH[r] + 4alpha-methylzymosterol[r]","ENSG00000132196","Cholesterol metabolism"
"8723","MAR02302","2 H2O[r] + 4alpha-methylzymosterol[r] => CO2[r] + 6 H+[r] + zymosterol[r]",NA,"Cholesterol metabolism"
"8724","MAR02303","AKG[c] + isocitrate[m] <=> AKG[m] + isocitrate[c]","ENSG00000100075","Transport reactions"
"8725","MAR02304","ATP[c] + H2O[c] + sulfate[c] => ADP[c] + H+[c] + Pi[c] + sulfate[e]",NA,"Transport reactions"
"8726","MAR02306","cholesterol[r] + (2E)-hexadecenoyl-CoA[r] => cholesterol-ester-palmn[r] + CoA[r]","ENSG00000057252 or ENSG00000167780","Miscellaneous"
"8727","MAR02308","sn-glycerol-3-phosphate[c] + (2E)-hexadecenoyl-CoA[c] => 1-acylglycerol-3P-palmn[c] + CoA[c]","ENSG00000138678 or ENSG00000158669","Miscellaneous"
"8728","MAR02310","ATP[r] + CoA[r] + palmitolate[r] => AMP[r] + PPi[r] + (2E)-hexadecenoyl-CoA[r]","ENSG00000068366 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142","Fatty acid oxidation"
"8729","MAR02312","ATP[c] + CoA[c] + palmitolate[c] => AMP[c] + PPi[c] + (2E)-hexadecenoyl-CoA[c]","ENSG00000068366 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142","Fatty acid oxidation"
"8730","MAR02313","ATP[r] + CoA[r] + 8 H+[r] + stearidonic acid[r] => AMP[r] + PPi[r] + stearoyl-CoA[r]","ENSG00000068366 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142","Fatty acid oxidation"
"8731","MAR02314","ATP[r] + CoA[r] + linolenate[r] => AMP[r] + gamma-linolenoyl-CoA[r] + PPi[r]","ENSG00000068366 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142","Fatty acid oxidation"
"8732","MAR02316","gamma-linolenate[l] => gamma-linolenate[r]",NA,"Transport reactions"
"8733","MAR02318","oleate[l] => oleate[r]",NA,"Transport reactions"
"8734","MAR02320","palmitolate[l] => palmitolate[r]",NA,"Transport reactions"
"8735","MAR02322","H+[c] + hexadecanoyl-[ACP][c] + malonyl-[ACP][c] => [ACP][c] + CO2[c] + 3-Oxostearoyl-ACP[c]","ENSG00000151093","Fatty acid biosynthesis"
"8736","MAR02323","H+[c] + NADPH[c] + 3-Oxostearoyl-ACP[c] => NADP+[c] + 3-Hydroxystearoyl-ACP[c]","ENSG00000169710","Fatty acid biosynthesis"
"8737","MAR02325","3-Hydroxystearoyl-ACP[c] => H2O[c] + (2E)-Octadecenoyl-ACP[c]","ENSG00000169710","Fatty acid biosynthesis"
"8738","MAR02327","H+[c] + NADPH[c] + (2E)-Octadecenoyl-ACP[c] => NADP+[c] + Stearoyl-ACP[c]","ENSG00000169710","Fatty acid biosynthesis"
"8739","MAR02329","H2O[c] + Stearoyl-ACP[c] => [ACP][c] + H+[c] + stearate[c]","ENSG00000152463","Fatty acid biosynthesis"
"8740","MAR02331","linoleoyl-CoA[c] <=> linoleoyl-CoA[r]",NA,"Transport reactions"
"8741","MAR02333","linolenate[l] => linolenate[r]",NA,"Transport reactions"
"8742","MAR02335","dihomo-gamma-linolenate[l] => dihomo-gamma-linolenate[r]",NA,"Transport reactions"
"8743","MAR02337","H+[r] + NADPH[r] + zymosterol[r] <=> NADP+[r] + cholestenol[r]","ENSG00000116133","Cholesterol metabolism"
"8744","MAR02339","lathosterol[r] <=> cholestenol[r]","ENSG00000147155","Cholesterol metabolism"
"8745","MAR02340","L-carnitine[m] + propanoyl-CoA[c] <=> L-carnitine[c] + propanoyl-CoA[m]",NA,"Fatty acid oxidation"
"8746","MAR02341","H2O[e] + GM1[e] => galactose[e] + GM2[e]","ENSG00000170266","Miscellaneous"
"8747","MAR02346","formaldehyde[e] <=> formaldehyde[c]",NA,"Transport reactions"
"8748","MAR02351","Pi[c] => Pi[e]",NA,"Transport reactions"
"8749","MAR02352","dADP[m] + H2O[m] + oxidized thioredoxin[m] => ADP[m] + thioredoxin[m]","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)","Miscellaneous"
"8750","MAR02357","dGDP[m] + H2O[m] + oxidized thioredoxin[m] => GDP[m] + thioredoxin[m]","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)","Miscellaneous"
"8751","MAR02358","NADP+[m] + thioredoxin[m] => H+[m] + NADPH[m] + oxidized thioredoxin[m]","ENSG00000184470 or ENSG00000198431","Miscellaneous"
"8752","MAR02360","thioredoxin[c] => thioredoxin[m]",NA,"Transport reactions"
"8753","MAR02366","butyryl-CoA[m] + ubiquinone[m] => crotonyl-CoA[m] + ubiquinol[m]","ENSG00000087008 or ENSG00000161533","Miscellaneous"
"8754","MAR02367","lauroyl-CoA[m] + ubiquinone[m] => (2E)-dodecenoyl-CoA[m] + ubiquinol[m]","ENSG00000087008 or ENSG00000161533","Fatty acid oxidation"
"8755","MAR02369","octanoyl-CoA[m] + ubiquinone[m] => (2E)-octenoyl-CoA[m] + ubiquinol[m]","ENSG00000087008 or ENSG00000161533","Fatty acid oxidation"
"8756","MAR02370","myristoyl-CoA[m] + ubiquinone[m] => (2E)-tetradecenoyl-CoA[m] + ubiquinol[m]","ENSG00000087008 or ENSG00000161533","Fatty acid oxidation"
"8757","MAR02372","hexanoyl-CoA[m] + ubiquinone[m] => (2E)-hexenoyl-CoA[m] + ubiquinol[m]","ENSG00000087008 or ENSG00000161533","Fatty acid oxidation"
"8758","MAR02373","decanoyl-CoA[m] + ubiquinone[m] => (2E)-decenoyl-CoA[m] + ubiquinol[m]","ENSG00000087008 or ENSG00000161533","Fatty acid oxidation"
"8759","MAR02375","gamma-linolenoyl-CoA[r] + 4 H+[r] + 2 malonyl-CoA[r] + 2 NADPH[r] + 2 O2[r] => 4 CO2[r] + 2 CoA[r] + dihomo-gamma-linolenoyl-CoA[r] + 2 H2O[r] + 2 NADP+[r]",NA,"Miscellaneous"
"8760","MAR02377","oleoyl-CoA[c] <=> oleoyl-CoA[m]",NA,"Transport reactions"
"8761","MAR02379","palmitoleoyl-CoA[c] <=> palmitoleoyl-CoA[m]",NA,"Transport reactions"
"8762","MAR02381","3-oxooleoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + palmitoleoyl-CoA[m]","(ENSG00000138029 and ENSG00000167315) or (ENSG00000060971 and ENSG00000138029)","Fatty acid oxidation"
"8763","MAR02382","GSH[c] => GSH[e]",NA,"Transport reactions"
"8764","MAR02384","2 Na+[e] + Chenodeoxycholate[e] => 2 Na+[c] + Chenodeoxycholate[c]","ENSG00000100652","Transport reactions"
"8765","MAR02385","ATP[c] + H2O[c] + Gm4-Pool[c] => ADP[c] + H+[c] + Pi[c] + Gm4-Pool[e]","ENSG00000165029","Transport reactions"
"8766","MAR02386","ATP[c] + decanoic acid[c] + H2O[c] => ADP[c] + decanoic acid[e] + H+[c] + Pi[c]","ENSG00000165029","Transport reactions"
"8767","MAR02388","chloride[e] + Na+[e] + taurine[e] => chloride[c] + Na+[c] + taurine[c]","ENSG00000131389","Transport reactions"
"8768","MAR02390","glutathionyl-leukotriene C4[c] + HCO3-[c] + Chenodeoxycholate[e] => glutathionyl-leukotriene C4[e] + HCO3-[e] + Chenodeoxycholate[c]","ENSG00000084453","Transport reactions"
"8769","MAR02392","HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] + Chenodeoxycholate[e] => HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e] + Chenodeoxycholate[c]","ENSG00000084453","Transport reactions"
"8770","MAR02394","HCO3-[c] + S-glutathionyl-ethacrynic acid[c] + Chenodeoxycholate[e] => HCO3-[e] + S-glutathionyl-ethacrynic acid[e] + Chenodeoxycholate[c]","ENSG00000084453","Transport reactions"
"8771","MAR02396","glutathionyl-leukotriene C4[c] + HCO3-[c] + 10-HETE[e] => 10-HETE[c] + glutathionyl-leukotriene C4[e] + HCO3-[e]","ENSG00000134538","Transport reactions"
"8772","MAR02398","HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] + 10-HETE[e] => 10-HETE[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"8773","MAR02400","HCO3-[c] + S-glutathionyl-ethacrynic acid[c] + 10-HETE[e] => 10-HETE[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"8774","MAR02402","GSH[c] + HCO3-[c] + 10-HETE[e] <=> 10-HETE[c] + GSH[e] + HCO3-[e]","ENSG00000174640","Transport reactions"
"8775","MAR02404","10-HETE[e] <=> 10-HETE[c]","ENSG00000184999","Transport reactions"
"8776","MAR02405","AKG[c] + citrate[m] <=> AKG[m] + citrate[c]","ENSG00000100075","Transport reactions"
"8777","MAR02406","citrate[m] + oxalate[c] <=> citrate[c] + oxalate[m]","ENSG00000100075","Transport reactions"
"8778","MAR02413","isocitrate[m] + succinate[c] <=> isocitrate[c] + succinate[m]","ENSG00000100075","Transport reactions"
"8779","MAR02414","isocitrate[m] + oxalate[c] <=> isocitrate[c] + oxalate[m]","ENSG00000100075","Transport reactions"
"8780","MAR02416","AKG[c] + cis-aconitate[m] <=> AKG[m] + cis-aconitate[c]","ENSG00000100075","Transport reactions"
"8781","MAR02418","cis-aconitate[m] + succinate[c] <=> cis-aconitate[c] + succinate[m]","ENSG00000100075","Transport reactions"
"8782","MAR02420","cis-aconitate[m] + malate[c] <=> cis-aconitate[c] + malate[m]","ENSG00000100075","Transport reactions"
"8783","MAR02422","cis-aconitate[m] + oxalate[c] <=> cis-aconitate[c] + oxalate[m]","ENSG00000100075","Transport reactions"
"8784","MAR02424","arachidonate[c] + ATP[c] + H2O[c] => ADP[c] + arachidonate[x] + H+[c] + Pi[c]","ENSG00000101986","Transport reactions"
"8785","MAR02425","ATP[c] + H2O[c] + palmitate[c] => ADP[c] + H+[c] + palmitate[x] + Pi[c]","ENSG00000101986","Transport reactions"
"8786","MAR02427","arachidonate[c] + L-carnitine[r] <=> arachidonate[r] + L-carnitine[c]",NA,"Transport reactions"
"8787","MAR02429","L-carnitine[r] + palmitate[c] <=> L-carnitine[c] + palmitate[r]",NA,"Transport reactions"
"8788","MAR02431","L-carnitine[r] + oleate[c] <=> L-carnitine[c] + oleate[r]",NA,"Transport reactions"
"8789","MAR02432","L-carnitine[r] + stearidonic acid[c] <=> L-carnitine[c] + stearidonic acid[r]",NA,"Transport reactions"
"8790","MAR02471","L-carnitine[r] + linoleate[c] <=> L-carnitine[c] + linoleate[r]",NA,"Transport reactions"
"8791","MAR02473","gamma-linolenate[r] + L-carnitine[c] => gamma-linolenate[c] + L-carnitine[r]",NA,"Transport reactions"
"8792","MAR02474","L-carnitine[c] + linolenate[r] => L-carnitine[r] + linolenate[c]",NA,"Transport reactions"
"8793","MAR02476","L-carnitine[r] + palmitolate[c] <=> L-carnitine[c] + palmitolate[r]",NA,"Transport reactions"
"8794","MAR02477","dihomo-gamma-linolenate[r] + L-carnitine[c] => dihomo-gamma-linolenate[c] + L-carnitine[r]",NA,"Transport reactions"
"8795","MAR02479","gamma-linolenoyl-CoA[c] <=> gamma-linolenoyl-CoA[r]",NA,"Transport reactions"
"8796","MAR02481","dihomo-gamma-linolenoyl-CoA[c] <=> dihomo-gamma-linolenoyl-CoA[r]",NA,"Transport reactions"
"8797","MAR02483","SAM[m] + Phosphatidyl-N-Methylethanolamine[m] => 2 H+[m] + SAH[m] + Phosphatidyl-N-Dimethylethanolamine[m]","ENSG00000133027","Glycerophospholipid metabolism"
"8798","MAR02485","SAM[r] + Phosphatidyl-N-Methylethanolamine[r] => 2 H+[r] + SAH[r] + Phosphatidyl-N-Dimethylethanolamine[r]","ENSG00000133027","Glycerophospholipid metabolism"
"8799","MAR02487","H2O[m] + stearoyl-CoA[m] <=> CoA[m] + H+[m] + stearate[m]","ENSG00000097021 or ENSG00000119673","Fatty acid biosynthesis"
"8800","MAR02488","H2O[x] + stearoyl-CoA[x] <=> CoA[x] + H+[x] + stearate[x]","ENSG00000101473 or ENSG00000136881 or ENSG00000177465","Fatty acid biosynthesis"
"8801","MAR02490","thioredoxin[m] + UTP[m] <=> dUTP[m] + H2O[m] + oxidized thioredoxin[m]",NA,"Pyrimidine metabolism"
"8802","MAR02492","NAD+[c] + (3S)-3-hydroxylinoleoyl-CoA[c] <=> H+[c] + NADH[c] + 3-oxolinoleoyl-CoA[c]",NA,"Fatty acid oxidation"
"8803","MAR02494","H+[e] + malonyl-CoA[e] + eicosanoyl-CoA[e] => CO2[e] + CoA[e] + 3-oxodocosanoyl-CoA[e]","ENSG00000134013","Fatty acid biosynthesis"
"8804","MAR02496","H+[n] + NADPH[n] + (2E)-docosenoyl-CoA[n] <=> NADP+[n] + docosanoyl-CoA[n]","ENSG00000100865","Fatty acid biosynthesis"
"8805","MAR02498","H+[n] + docosanoyl-CoA[n] + malonyl-CoA[n] => CoA[n] + CO2[n] + 3-oxotetracosanoyl-CoA[n]","ENSG00000149929","Fatty acid biosynthesis"
"8806","MAR02500","eicosanoyl-CoA[m] + H2O[m] <=> CoA[m] + H+[m] + eicosanoate[m]","ENSG00000097021 or ENSG00000119673","Fatty acid biosynthesis"
"8807","MAR02502","eicosanoyl-CoA[x] + H2O[x] <=> CoA[x] + H+[x] + eicosanoate[x]","ENSG00000101473 or ENSG00000136881 or ENSG00000177465","Fatty acid biosynthesis"
"8808","MAR02504","docosanoyl-CoA[m] + H2O[m] <=> CoA[m] + H+[m] + behenic acid[m]","ENSG00000097021 or ENSG00000119673","Fatty acid biosynthesis"
"8809","MAR02506","docosanoyl-CoA[x] + H2O[x] <=> CoA[x] + H+[x] + behenic acid[x]","ENSG00000101473 or ENSG00000136881 or ENSG00000177465","Fatty acid biosynthesis"
"8810","MAR02507","H2O[m] + tetracosanoyl-CoA[m] <=> CoA[m] + H+[m] + lignocerate[m]","ENSG00000097021 or ENSG00000119673","Fatty acid biosynthesis"
"8811","MAR02508","H2O[x] + tetracosanoyl-CoA[x] <=> CoA[x] + H+[x] + lignocerate[x]","ENSG00000101473 or ENSG00000136881 or ENSG00000177465","Fatty acid biosynthesis"
"8812","MAR02517","H+[l] + palmitoyl-CoA[l] + malonyl-CoA[l] => CoA[l] + CO2[l] + 3-oxooctadecanoyl-CoA[l]","ENSG00000064601","Fatty acid biosynthesis"
"8813","MAR02519","H+[r] + malonyl-CoA[r] + palmitoyl-CoA[r] => CO2[r] + CoA[r] + 3-oxooctadecanoyl-CoA[r]","ENSG00000012660 or ENSG00000066322 or ENSG00000170522 or ENSG00000197977","Fatty acid biosynthesis"
"8814","MAR02521","H+[r] + NADPH[r] + 3-oxooctadecanoyl-CoA[r] <=> NADP+[r] + 3-hydroxyoctadecanoyl-CoA[r]","ENSG00000066322","Fatty acid biosynthesis"
"8815","MAR02523","3-hydroxyoctadecanoyl-CoA[n] <=> H2O[n] + (2E)-octadecenoyl-CoA[n]","ENSG00000149929","Fatty acid biosynthesis"
"8816","MAR02525","H+[n] + NADPH[n] + (2E)-octadecenoyl-CoA[n] <=> NADP+[n] + stearoyl-CoA[n]","ENSG00000141552","Fatty acid biosynthesis"
"8817","MAR02527","4-aminobutanal[c] <=> 1-pyrroline[c] + H2O[c]",NA,"Urea cycle"
"8818","MAR02529","H+[e] + H2O2[e] + thiocyanate[e] <=> H2O[e] + hypothiocyanite[e]","ENSG00000167419","Miscellaneous"
"8819","MAR02531","H+[l] + H2O2[l] + thiocyanate[l] <=> H2O[l] + hypothiocyanite[l]","ENSG00000005381 or ENSG00000117592","Miscellaneous"
"8820","MAR02532","H+[m] + H2O2[m] + thiocyanate[m] <=> H2O[m] + hypothiocyanite[m]","ENSG00000083123 or ENSG00000091140 or ENSG00000248098","Miscellaneous"
"8821","MAR02534","H+[n] + H2O2[n] + thiocyanate[n] <=> H2O[n] + hypothiocyanite[n]","ENSG00000005381","Miscellaneous"
"8822","MAR02536","H2O[g] + 3,3-diiodo-L-thyronine-4-O-sulfate[g] <=> H+[g] + sulfate[g] + 3,3-diiodo-L-thyronine[g]","ENSG00000101846","Tyrosine metabolism"
"8823","MAR02538","H2O[r] + 3,3-diiodo-L-thyronine-4-O-sulfate[r] <=> 3,3-diiodo-L-thyronine[r] + H+[r] + sulfate[r]","ENSG00000101846","Tyrosine metabolism"
"8824","MAR02539","H2O[g] + 3,5-diiodo-L-thyronine-4-O-sulfate[g] <=> H+[g] + sulfate[g] + 3,5-diiodo-L-thyronine[g]","ENSG00000101846","Tyrosine metabolism"
"8825","MAR02589","H2O[r] + 3,5-diiodo-L-thyronine-4-O-sulfate[r] <=> 3,5-diiodo-L-thyronine[r] + H+[r] + sulfate[r]","ENSG00000101846","Tyrosine metabolism"
"8826","MAR02595","H2O[g] + 3-monoiodo-L-thyronine-4-O-sulfate[g] <=> H+[g] + sulfate[g] + 3-monoiodo-L-thyronine[g]","ENSG00000101846","Tyrosine metabolism"
"8827","MAR02597","H2O[r] + 3-monoiodo-L-thyronine-4-O-sulfate[r] <=> 3-monoiodo-L-thyronine[r] + H+[r] + sulfate[r]","ENSG00000101846","Tyrosine metabolism"
"8828","MAR02615","UDP-glucuronate[c] + 3,5,3,5-Tetraiodothyroacetate[c] => H+[c] + UDP[c] + 3,5,3,5-Tetraiodothyroacetate-Beta-D-Glucuronoside[c]","ENSG00000241635","Tyrosine metabolism"
"8829","MAR02617","UDP-glucuronate[r] + 3,5,3,5-Tetraiodothyroacetate[r] => H+[r] + UDP[r] + 3,5,3,5-Tetraiodothyroacetate-Beta-D-Glucuronoside[r]","ENSG00000109181 or ENSG00000135226 or ENSG00000156096 or ENSG00000167165 or ENSG00000171234 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Tyrosine metabolism"
"8830","MAR02619","UDP-glucuronate[c] + 3,3,5-Triiodothyroacetate[c] => H+[c] + UDP[c] + 3,3,5-Triiodothyroacetate-Beta-D-Glucuronoside[c]","ENSG00000241635","Tyrosine metabolism"
"8831","MAR02627","UDP-glucuronate[r] + 3,3,5-Triiodothyroacetate[r] => H+[r] + UDP[r] + 3,3,5-Triiodothyroacetate-Beta-D-Glucuronoside[r]","ENSG00000109181 or ENSG00000135226 or ENSG00000156096 or ENSG00000167165 or ENSG00000171234 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Tyrosine metabolism"
"8832","MAR02628","UDP-glucuronate[c] + 3,5,3-Triiodothyroacetate[c] => H+[c] + UDP[c] + 3,5,3-Triiodothyroacetate-Beta-D-Glucuronoside[c]","ENSG00000241635","Tyrosine metabolism"
"8833","MAR02631","UDP-glucuronate[r] + 3,5,3-Triiodothyroacetate[r] => H+[r] + UDP[r] + 3,5,3-Triiodothyroacetate-Beta-D-Glucuronoside[r]","ENSG00000109181 or ENSG00000135226 or ENSG00000156096 or ENSG00000167165 or ENSG00000171234 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Tyrosine metabolism"
"8834","MAR02632","UDP-glucuronate[c] + 3,5-Diiodothyroacetate[c] => H+[c] + UDP[c] + 3,5-Diiodothyroacetate-Beta-D-Glucuronoside[c]","ENSG00000241635","Tyrosine metabolism"
"8835","MAR02637","UDP-glucuronate[r] + 3,5-Diiodothyroacetate[r] => H+[r] + UDP[r] + 3,5-Diiodothyroacetate-Beta-D-Glucuronoside[r]","ENSG00000109181 or ENSG00000135226 or ENSG00000156096 or ENSG00000167165 or ENSG00000171234 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Tyrosine metabolism"
"8836","MAR02639","H2O[e] + beta-casomorphin[e] <=> isoleucine[e] + beta-casomorphin (1-6)[e]","ENSG00000130234","Miscellaneous"
"8837","MAR02641","H2O[e] + neocasomorphin[e] <=> isoleucine[e] + neocasomorphin (1-5)[e]","ENSG00000130234","Miscellaneous"
"8838","MAR02643","H2O[e] + apelin-13[e] <=> phenylalanine[e] + apelin-(1-12)[e]","ENSG00000130234","Miscellaneous"
"8839","MAR02645","3 H2O2[c] + 2 Cyanosulfurous Acid Anion[c] => 6 H+[c] + 2 H2O[c] + 2 sulfite[c] + 2 Cyanate[c]","ENSG00000115705 or ENSG00000117592","Miscellaneous"
"8840","MAR02647","3 H2O2[e] + 2 Cyanosulfurous Acid Anion[e] => 6 H+[e] + 2 H2O[e] + 2 sulfite[e] + 2 Cyanate[e]","ENSG00000167419","Miscellaneous"
"8841","MAR02694","3 H2O2[l] + 2 Cyanosulfurous Acid Anion[l] => 6 H+[l] + 2 H2O[l] + 2 sulfite[l] + 2 Cyanate[l]","ENSG00000005381 or ENSG00000117592","Miscellaneous"
"8842","MAR02696","3 H2O2[n] + 2 Cyanosulfurous Acid Anion[n] => 6 H+[n] + 2 H2O[n] + 2 sulfite[n] + 2 Cyanate[n]","ENSG00000005381","Miscellaneous"
"8843","MAR02698","H2O[m] + neurotensin[m] <=> neurotensin 1-10[m] + neurotensin 11-13[m]","ENSG00000123213","Miscellaneous"
"8844","MAR02721","2 H2O[c] + Dynorphin B[c] <=> dynorphin A-(1-5)[c] + Dynorphin B (10-13)[c] + Dynorphin B (6-9)[c]",NA,"Miscellaneous"
"8845","MAR02723","NADPH[m] + O2[m] + 17alpha-hydroxyprogesterone[m] => acetate[m] + H2O[m] + NADP+[m] + 4-androstene-3,17-dione[m]","ENSG00000148795","Steroid metabolism"
"8846","MAR02725","H2O[g] + 17alpha-hydroxypregnenolone sulfate[g] <=> H+[g] + sulfate[g] + 17alpha-hydroxypregnenolone[g]","ENSG00000101846","Steroid metabolism"
"8847","MAR02728","H2O[l] + 17alpha-hydroxypregnenolone sulfate[l] <=> H+[l] + sulfate[l] + 17alpha-hydroxypregnenolone[l]","ENSG00000101846","Steroid metabolism"
"8848","MAR02743","H2O[r] + 17alpha-hydroxypregnenolone sulfate[r] <=> 17alpha-hydroxypregnenolone[r] + H+[r] + sulfate[r]","ENSG00000101846","Steroid metabolism"
"8849","MAR02747","H2O[g] + cholesterol-sulfate[g] <=> cholesterol[g] + H+[g] + sulfate[g]","ENSG00000101846","Steroid metabolism"
"8850","MAR02749","H2O[l] + cholesterol-sulfate[l] <=> cholesterol[l] + H+[l] + sulfate[l]","ENSG00000101846","Steroid metabolism"
"8851","MAR02751","NADPH[m] + O2[m] + 17alpha-hydroxypregnenolone[m] => acetate[m] + H2O[m] + NADP+[m] + dehydroepiandrosterone[m]","ENSG00000148795","Steroid metabolism"
"8852","MAR02756","H2O[g] + pregnenolone sulfate[g] <=> H+[g] + sulfate[g] + pregnenolone[g]","ENSG00000101846","Steroid metabolism"
"8853","MAR02763","H2O[l] + pregnenolone sulfate[l] <=> H+[l] + sulfate[l] + pregnenolone[l]","ENSG00000101846","Steroid metabolism"
