"","feat1","feat2","R","p","Padj","name_int"
"8191","LGALS3BP","SAT",0.240334259226482,0.00276813853350655,0.0236797644468417,"LGALS3BP (interacts with) SAT"
"8192","LILRA5","SAT",0.294040385256929,0.000225007161119173,0.00290307902431193,"LILRA5 (interacts with) SAT"
"8193","LYVE1","SAT",0.2801086613264,0.000453515443294084,0.00529557930464124,"LYVE1 (interacts with) SAT"
"8194","NEFL","SAT",-0.280620839452621,0.00044225963686273,0.00518360086989405,"NEFL (interacts with) SAT"
"8195","OBP2B","SAT",-0.339888289871937,1.72048076190201e-05,0.000299438146330722,"OBP2B (interacts with) SAT"
"8196","OPLAH","SAT",-0.259964164942608,0.00117372352124923,0.0117604700809764,"OPLAH (interacts with) SAT"
"8197","OXT","SAT",0.268288596789588,0.000799348299958869,0.00853957641644355,"OXT (interacts with) SAT"
"8198","PGA4","SAT",-0.272825354917414,0.000644996597924719,0.00713266600991519,"PGA4 (interacts with) SAT"
"8199","PI3","SAT",-0.230701187130841,0.00411745709140421,0.0324293230717604,"PI3 (interacts with) SAT"
"8200","PLA2G2A","SAT",0.242052702207238,0.00257462198224445,0.0223369856676477,"PLA2G2A (interacts with) SAT"
"8201","PLIN1","SAT",0.356747302529266,6.00040208942332e-06,0.000115519587965532,"PLIN1 (interacts with) SAT"
"8202","PPY","SAT",-0.242100043224535,0.00256946861309437,0.0223012144485321,"PPY (interacts with) SAT"
"8203","PRTG","SAT",-0.29498477137116,0.000214285509737344,0.00278315229701352,"PRTG (interacts with) SAT"
"8204","PYDC1","SAT",-0.287387209292251,0.00031587484511042,0.00388864869271566,"PYDC1 (interacts with) SAT"
"8205","PYY","SAT",-0.228709618513274,0.0044610956874962,0.0345374076847893,"PYY (interacts with) SAT"
"8206","REG4","SAT",-0.218137985801239,0.00675288326776569,0.047639810278949,"REG4 (interacts with) SAT"
"8207","SETMAR","SAT",0.258526741850183,0.00125266637888055,0.0124115702302274,"SETMAR (interacts with) SAT"
"8208","SHH","SAT",-0.239151485504825,0.00290887480152824,0.0246375456561071,"SHH (interacts with) SAT"
"8209","SLITRK6","SAT",-0.259416553164121,0.00120324532151694,0.0120047038905711,"SLITRK6 (interacts with) SAT"
"8210","SMTN","SAT",-0.228548596377176,0.0044899730222614,0.034712057351514,"SMTN (interacts with) SAT"
"8211","SPINK1","SAT",-0.228793001197461,0.00444620760386938,0.0344474026832206,"SPINK1 (interacts with) SAT"
"8212","SPINT3","SAT",-0.21803579147118,0.00677939727822485,0.0477825539426671,"SPINT3 (interacts with) SAT"
"8213","SRPX","SAT",-0.267411178738558,0.000832860504308197,0.00883696898075626,"SRPX (interacts with) SAT"
"8214","TEX101","SAT",-0.28433166946395,0.000368106017164527,0.00443180320408489,"TEX101 (interacts with) SAT"
"8215","TNFRSF10C","SAT",0.228635521410158,0.00447436333103202,0.034616476765256,"TNFRSF10C (interacts with) SAT"
"8216","TNFSF11","SAT",0.238097711183407,0.00303967352909229,0.0255129293495567,"TNFSF11 (interacts with) SAT"
"8217","TNFSF13","SAT",-0.23107665167609,0.00405540274840943,0.03204271332867,"TNFSF13 (interacts with) SAT"
"8218","TSPAN8","SAT",-0.280654110726619,0.000441537460674546,0.00517643980894963,"TSPAN8 (interacts with) SAT"
"8219","TXNDC5","SAT",-0.224026724656226,0.00537251556253504,0.0399241319697601,"TXNDC5 (interacts with) SAT"
"8220","VSIG10","SAT",0.225756029894721,0.00501817568962482,0.0378615241217845,"VSIG10 (interacts with) SAT"
"8221","VSNL1","SAT",-0.233071955758931,0.0037395158257354,0.0300648622023817,"VSNL1 (interacts with) SAT"
"8222","WNT9A","SAT",-0.253108550483745,0.00159582403450398,0.0151420301685805,"WNT9A (interacts with) SAT"
"8223","ADGRG1","CD4_CD8",-0.342161876786569,1.153768954687e-05,0.000208787420170884,"ADGRG1 (interacts with) CD4_CD8"
"8224","APOD","CD4_CD8",0.218170598213206,0.0060516070189478,0.043785758161715,"APOD (interacts with) CD4_CD8"
"8225","B2M","CD4_CD8",-0.26808888695938,0.000687140032692657,0.00752234610421849,"B2M (interacts with) CD4_CD8"
"8226","BTNL10","CD4_CD8",0.229304547840265,0.00386700489959857,0.0308673690363233,"BTNL10 (interacts with) CD4_CD8"
"8227","CASP9","CD4_CD8",-0.219872874753246,0.0056587391119558,0.0415662851847014,"CASP9 (interacts with) CD4_CD8"
"8228","CCL14","CD4_CD8",-0.220445954285112,0.00553169896051342,0.0408381471243337,"CCL14 (interacts with) CD4_CD8"
"8229","CCL26","CD4_CD8",0.217037015789551,0.00632654603188088,0.0453094831136207,"CCL26 (interacts with) CD4_CD8"
"8230","CD160","CD4_CD8",-0.213766851951168,0.00718310928816046,0.049956190026953,"CD160 (interacts with) CD4_CD8"
"8231","CD48","CD4_CD8",-0.223685546809958,0.00486031541893484,0.036934365242897,"CD48 (interacts with) CD4_CD8"
"8232","CD5","CD4_CD8",-0.231957448161142,0.00346487695078235,0.0283110414060983,"CD5 (interacts with) CD4_CD8"
"8233","CD6","CD4_CD8",-0.256430293586682,0.00118791053825729,0.0118771382753481,"CD6 (interacts with) CD4_CD8"
"8234","CD8A","CD4_CD8",-0.270677799226628,0.000606446262112037,0.00677081911882108,"CD8A (interacts with) CD4_CD8"
"8235","CDH22","CD4_CD8",0.216813744225433,0.00638199235154957,0.0456130102369219,"CDH22 (interacts with) CD4_CD8"
"8236","CEP350","CD4_CD8",0.301957500911279,0.000121346491532393,0.00169811619463772,"CEP350 (interacts with) CD4_CD8"
"8237","CLEC2L","CD4_CD8",0.262403006723809,0.00090017587266833,0.00943046711844281,"CLEC2L (interacts with) CD4_CD8"
"8238","CLU","CD4_CD8",0.223969287756025,0.00480514166706025,0.0366059345452597,"CLU (interacts with) CD4_CD8"
"8239","CNDP1","CD4_CD8",0.225035855214975,0.00460273169903846,0.0353943256284839,"CNDP1 (interacts with) CD4_CD8"
"8240","CPOX","CD4_CD8",0.245851451536578,0.00191134964934481,0.0175471681560738,"CPOX (interacts with) CD4_CD8"
"8241","CRTAM","CD4_CD8",-0.456420147793486,1.88099469333736e-09,6.36021761719375e-08,"CRTAM (interacts with) CD4_CD8"
"8242","CSF1","CD4_CD8",-0.241544170945465,0.00230667697416465,0.0204385200247895,"CSF1 (interacts with) CD4_CD8"
"8243","CST3","CD4_CD8",-0.235529793187032,0.00298295930428605,0.0251360410294394,"CST3 (interacts with) CD4_CD8"
"8244","CXCL1","CD4_CD8",-0.241074183470454,0.00235402197313173,0.0207767250096313,"CXCL1 (interacts with) CD4_CD8"
"8245","CXCL6","CD4_CD8",-0.224339856532583,0.00473392952232166,0.0361796761456433,"CXCL6 (interacts with) CD4_CD8"
"8246","CXCL9","CD4_CD8",-0.231388415772035,0.00354780982123382,0.0288413726278958,"CXCL9 (interacts with) CD4_CD8"
"8247","DPEP1","CD4_CD8",0.216171063230107,0.00654401789377745,0.0465038605495948,"DPEP1 (interacts with) CD4_CD8"
"8248","DSCAM","CD4_CD8",-0.232751483051504,0.00335207114192548,0.0275761181521707,"DSCAM (interacts with) CD4_CD8"
"8249","FAS","CD4_CD8",-0.282100301571767,0.000344330864626707,0.0041853101668926,"FAS (interacts with) CD4_CD8"
"8250","FCRL6","CD4_CD8",-0.298927832174697,0.000142981253878904,0.00195908849676893,"FCRL6 (interacts with) CD4_CD8"
"8251","FGFBP1","CD4_CD8",0.22838975462617,0.00401511303237134,0.0317910425423806,"FGFBP1 (interacts with) CD4_CD8"
"8252","GCNT1","CD4_CD8",-0.263795353005601,0.000843032166616187,0.00892699694298341,"GCNT1 (interacts with) CD4_CD8"
"8253","GLIPR1","CD4_CD8",-0.214378578267972,0.00701544526247133,0.0490564331957635,"GLIPR1 (interacts with) CD4_CD8"
"8254","GZMA","CD4_CD8",-0.276759058197212,0.000450026139931836,0.0052608850999782,"GZMA (interacts with) CD4_CD8"
"8255","GZMH","CD4_CD8",-0.323027939223622,3.68550299045811e-05,0.000592679365670171,"GZMH (interacts with) CD4_CD8"
"8256","IGFBPL1","CD4_CD8",-0.250214356040645,0.00157469591779624,0.0149779619472942,"IGFBPL1 (interacts with) CD4_CD8"
"8257","IL12B","CD4_CD8",-0.22301883311155,0.00499219852333876,0.0377117003319232,"IL12B (interacts with) CD4_CD8"
"8258","IL17RB","CD4_CD8",-0.219531765419177,0.00573558753521031,0.0420022091714129,"IL17RB (interacts with) CD4_CD8"
"8259","IL18BP","CD4_CD8",-0.250219201509639,0.00157435417382068,0.0149752378344861,"IL18BP (interacts with) CD4_CD8"
"8260","IRAG2","CD4_CD8",0.236005612794975,0.00292356244895653,0.0247365873875214,"IRAG2 (interacts with) CD4_CD8"
"8261","ITGAX","CD4_CD8",0.216337909370281,0.00650160619782714,0.0462684632429852,"ITGAX (interacts with) CD4_CD8"
"8262","KLK1","CD4_CD8",0.231631664224914,0.00351214149932577,0.0286133246690494,"KLK1 (interacts with) CD4_CD8"
"8263","KLRD1","CD4_CD8",-0.26396260204232,0.00083639694699067,0.00886849287940958,"KLRD1 (interacts with) CD4_CD8"
"8264","KLRK1","CD4_CD8",-0.302678481444806,0.000116669079645471,0.00164107409082157,"KLRK1 (interacts with) CD4_CD8"
"8265","LAG3","CD4_CD8",-0.34025784744713,1.2996324100456e-05,0.000232474755879569,"LAG3 (interacts with) CD4_CD8"
"8266","LY9","CD4_CD8",-0.260813545131369,0.000969742269782081,0.0100358644098096,"LY9 (interacts with) CD4_CD8"
"8267","MENT","CD4_CD8",0.227287175074503,0.00420038944592838,0.0329365338111654,"MENT (interacts with) CD4_CD8"
"8268","NRN1","CD4_CD8",0.21844416328762,0.00598687437517009,0.0434221864173238,"NRN1 (interacts with) CD4_CD8"
"8269","NRP2","CD4_CD8",-0.231930494267808,0.00346876554098863,0.0283359504590169,"NRP2 (interacts with) CD4_CD8"
"8270","NTRK3","CD4_CD8",0.266308708598904,0.000748239156929564,0.00807952264331683,"NTRK3 (interacts with) CD4_CD8"
"8271","NUDT5","CD4_CD8",-0.219461822918142,0.00575145952182332,0.0420898906348235,"NUDT5 (interacts with) CD4_CD8"
"8272","PIK3IP1","CD4_CD8",-0.228549278632117,0.00398892403912532,0.031629079977661,"PIK3IP1 (interacts with) CD4_CD8"
"8273","PLB1","CD4_CD8",0.221721067145113,0.00525813411678611,0.0392644781404261,"PLB1 (interacts with) CD4_CD8"
"8274","PPIB","CD4_CD8",-0.254841232986279,0.00127750462548271,0.0126134661507462,"PPIB (interacts with) CD4_CD8"
"8275","PRAP1","CD4_CD8",-0.228786681851269,0.00395023395627492,0.0313867541933502,"PRAP1 (interacts with) CD4_CD8"
"8276","SCN2B","CD4_CD8",0.269713599951706,0.000635419516655578,0.00704314820156296,"SCN2B (interacts with) CD4_CD8"
"8277","SH2D1A","CD4_CD8",-0.293274951954063,0.000193260544923302,0.00254470885825972,"SH2D1A (interacts with) CD4_CD8"
"8278","SHISA5","CD4_CD8",-0.246552276168393,0.00185319936826067,0.0171112927440953,"SHISA5 (interacts with) CD4_CD8"
"8279","SIGLEC6","CD4_CD8",-0.223769273646503,0.00484397590524566,0.0368379731704471,"SIGLEC6 (interacts with) CD4_CD8"
"8280","SLAMF6","CD4_CD8",-0.257111935803301,0.00115127090143519,0.0115745581227232,"SLAMF6 (interacts with) CD4_CD8"
"8281","SLAMF8","CD4_CD8",-0.241323813289589,0.00232876648360314,0.0205961870542076,"SLAMF8 (interacts with) CD4_CD8"
"8282","TACSTD2","CD4_CD8",0.271533672892234,0.000581753237793192,0.00653724237685296,"TACSTD2 (interacts with) CD4_CD8"
"8283","TEX33","CD4_CD8",0.219539347706693,0.00573386924599095,0.0419922542120987,"TEX33 (interacts with) CD4_CD8"
"8284","TIGIT","CD4_CD8",-0.248620831873281,0.00169082486548455,0.0158761794370492,"TIGIT (interacts with) CD4_CD8"
"8285","TNFRSF14","CD4_CD8",-0.27658208712269,0.000453993987013845,0.00530017105566838,"TNFRSF14 (interacts with) CD4_CD8"
"8286","TNFRSF9","CD4_CD8",-0.280063167246766,0.000381585946452212,0.00457057782929318,"TNFRSF9 (interacts with) CD4_CD8"
"8287","VCAM1","CD4_CD8",-0.281472350784502,0.000355439150081516,0.0043011892743336,"VCAM1 (interacts with) CD4_CD8"
"8288","VNN1","CD4_CD8",-0.214909733942536,0.00687269675001145,0.048287710583943,"VNN1 (interacts with) CD4_CD8"
"8289","GENDER.x","AGE.x",-0.227811330515927,0.00399243555858741,0.0394576706761167,"GENDER.x (interacts with) AGE.x"
"8290","Duration.of.therapy","AGE.x",0.310682066923814,7.09801460327952e-05,0.00152381881462028,"Duration.of.therapy (interacts with) AGE.x"
"8291","Ethnic","AGE.x",0.268697365069543,0.00069478001220169,0.0101497587432199,"Ethnic (interacts with) AGE.x"
"8292","hypertension","AGE.x",0.232380000243816,0.00330222483147491,0.0342490185935354,"hypertension (interacts with) AGE.x"
"8293","VAT","AGE.x",0.230302203741149,0.0041843321149555,0.0408292879032492,"VAT (interacts with) AGE.x"
"8294","1,5-anhydroglucitol (1,5-AG)","AGE.x",-0.236489839272717,0.00277536421400404,0.0299823610865759,"1,5-anhydroglucitol (1,5-AG) (interacts with) AGE.x"
"8295","1-methyl-4-imidazoleacetate","AGE.x",0.300832968082586,0.000122662532864526,0.00242904404470835,"1-methyl-4-imidazoleacetate (interacts with) AGE.x"
"8296","1-ribosyl-imidazoleacetate*","AGE.x",0.333826017789235,1.81570346449167e-05,0.000472991355723822,"1-ribosyl-imidazoleacetate* (interacts with) AGE.x"
"8297","11-ketoetiocholanolone glucuronide","AGE.x",0.253577020206511,0.00130528197814539,0.0167362318489471,"11-ketoetiocholanolone glucuronide (interacts with) AGE.x"
"8298","11beta-hydroxyandrosterone glucuronide","AGE.x",0.321714098609157,3.75764257785072e-05,0.000888340985639525,"11beta-hydroxyandrosterone glucuronide (interacts with) AGE.x"
"8299","2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*","AGE.x",0.295586830336543,0.000162871767457773,0.00308263893089232,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)* (interacts with) AGE.x"
"8300","2-methylcitrate/homocitrate","AGE.x",0.223511310551158,0.00475781298849443,0.044867341501376,"2-methylcitrate/homocitrate (interacts with) AGE.x"
"8301","2-methylmalonylcarnitine (C4-DC)","AGE.x",0.238435831999697,0.00255348693333124,0.0281105835698569,"2-methylmalonylcarnitine (C4-DC) (interacts with) AGE.x"
"8302","2-oxindole-3-acetate","AGE.x",0.254633150444045,0.00124370098571536,0.0161249493922239,"2-oxindole-3-acetate (interacts with) AGE.x"
"8303","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","AGE.x",0.288531718254966,0.00023646095910923,0.00421195949121541,"3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF) (interacts with) AGE.x"
"8304","3-hydroxy-3-methylglutarate","AGE.x",0.303366541952995,0.000106758161186882,0.00215746687462889,"3-hydroxy-3-methylglutarate (interacts with) AGE.x"
"8305","3-hydroxyoleoylcarnitine","AGE.x",0.234847555128233,0.00297602480030257,0.0316104496951699,"3-hydroxyoleoylcarnitine (interacts with) AGE.x"
"8306","3-methyladipate","AGE.x",0.283762432802386,0.000302587846285451,0.0051659324551363,"3-methyladipate (interacts with) AGE.x"
"8307","3-methylglutarylcarnitine (2)","AGE.x",0.329364603153263,2.38206072733504e-05,0.000599610949813089,"3-methylglutarylcarnitine (2) (interacts with) AGE.x"
"8308","4-acetamidobutanoate","AGE.x",0.287515175567674,0.000249312656731338,0.00439811802598502,"4-acetamidobutanoate (interacts with) AGE.x"
"8309","4-hydroxychlorothalonil","AGE.x",-0.225657080896522,0.00436082333321908,0.0420635716633913,"4-hydroxychlorothalonil (interacts with) AGE.x"
"8310","4-hydroxyhippurate","AGE.x",0.245725826338437,0.001857877979905,0.0219989923182028,"4-hydroxyhippurate (interacts with) AGE.x"
"8311","4-hydroxyphenylacetylglutamine","AGE.x",0.360410566819434,3.29342021432311e-06,0.000103902412109601,"4-hydroxyphenylacetylglutamine (interacts with) AGE.x"
"8312","5-(galactosylhydroxy)-L-lysine","AGE.x",0.265163879235654,0.00075970611886822,0.0109004927177808,"5-(galactosylhydroxy)-L-lysine (interacts with) AGE.x"
"8313","5-hydroxymethyl-2-furoylcarnitine*","AGE.x",0.24029266442082,0.00235688316876326,0.0264331354796791,"5-hydroxymethyl-2-furoylcarnitine* (interacts with) AGE.x"
"8314","5alpha-androstan-3alpha,17alpha-diol monosulfate","AGE.x",-0.251722207459657,0.00142021650026569,0.0178621884889858,"5alpha-androstan-3alpha,17alpha-diol monosulfate (interacts with) AGE.x"
"8315","5alpha-androstan-3alpha,17beta-diol monosulfate (1)","AGE.x",-0.28707768286246,0.000255040907341186,0.00448403752840191,"5alpha-androstan-3alpha,17beta-diol monosulfate (1) (interacts with) AGE.x"
"8316","5alpha-androstan-3beta,17beta-diol monosulfate (2)","AGE.x",-0.239771149491425,0.00241066711448168,0.0269031959645285,"5alpha-androstan-3beta,17beta-diol monosulfate (2) (interacts with) AGE.x"
"8317","5alpha-pregnan-3beta,20alpha-diol disulfate","AGE.x",-0.263717024429354,0.000813911895851227,0.0115047808084858,"5alpha-pregnan-3beta,20alpha-diol disulfate (interacts with) AGE.x"
"8318","5alpha-pregnan-3beta,20alpha-diol monosulfate (2)","AGE.x",-0.233112344024611,0.00320219869520688,0.0334567638058827,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2) (interacts with) AGE.x"
"8319","5alpha-pregnan-3beta,20beta-diol monosulfate (1)","AGE.x",-0.304458272150906,0.000100517615416962,0.00204899041631915,"5alpha-pregnan-3beta,20beta-diol monosulfate (1) (interacts with) AGE.x"
"8320","5alpha-pregnan-diol disulfate","AGE.x",-0.378046347714772,9.72014145173006e-07,3.48571145235071e-05,"5alpha-pregnan-diol disulfate (interacts with) AGE.x"
"8321","acesulfame","AGE.x",-0.231743959588571,0.00339137501685283,0.0349388713567784,"acesulfame (interacts with) AGE.x"
"8322","androstenediol (3alpha, 17alpha) monosulfate (2)","AGE.x",-0.303170381784727,0.000107917123400192,0.00217707275807427,"androstenediol (3alpha, 17alpha) monosulfate (2) (interacts with) AGE.x"
"8323","androstenediol (3alpha, 17alpha) monosulfate (3)","AGE.x",-0.268598621656552,0.000644050751471559,0.00955325297062839,"androstenediol (3alpha, 17alpha) monosulfate (3) (interacts with) AGE.x"
"8324","androstenediol (3beta,17beta) disulfate (1)","AGE.x",-0.22511369090143,0.00445843903505461,0.0427987659217518,"androstenediol (3beta,17beta) disulfate (1) (interacts with) AGE.x"
"8325","androstenediol (3beta,17beta) disulfate (2)","AGE.x",-0.308235227394743,8.1460218492424e-05,0.00171453927313096,"androstenediol (3beta,17beta) disulfate (2) (interacts with) AGE.x"
"8326","androstenediol (3beta,17beta) monosulfate (1)","AGE.x",-0.397173025634714,2.38028438737103e-07,9.70160759873143e-06,"androstenediol (3beta,17beta) monosulfate (1) (interacts with) AGE.x"
"8327","androstenediol (3beta,17beta) monosulfate (2)","AGE.x",-0.309999973539699,7.37670012194158e-05,0.00157433718721152,"androstenediol (3beta,17beta) monosulfate (2) (interacts with) AGE.x"
"8328","androsterone sulfate","AGE.x",-0.27091751344717,0.000575388174256286,0.008729979097589,"androsterone sulfate (interacts with) AGE.x"
"8329","arabitol/xylitol","AGE.x",0.342403240871418,1.06458056532421e-05,0.000294941703326305,"arabitol/xylitol (interacts with) AGE.x"
"8330","benzoylcarnitine*","AGE.x",0.236274593609242,0.00280094761203076,0.0301971652451394,"benzoylcarnitine* (interacts with) AGE.x"
"8331","branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*","AGE.x",-0.278130018132522,0.000402624454659328,0.00652731775720769,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)* (interacts with) AGE.x"
"8332","C-glycosyltryptophan","AGE.x",0.358035337702632,3.86059780210779e-06,0.000119876362277029,"C-glycosyltryptophan (interacts with) AGE.x"
"8333","carotene diol (3)","AGE.x",-0.235149026286829,0.00293823549210259,0.031309633599296,"carotene diol (3) (interacts with) AGE.x"
"8334","cysteine","AGE.x",-0.264242156358521,0.000793840058513906,0.0112851112416577,"cysteine (interacts with) AGE.x"
"8335","cysteine s-sulfate","AGE.x",0.330189331615965,2.26617962604259e-05,0.000573868053823068,"cysteine s-sulfate (interacts with) AGE.x"
"8336","cysteinylglycine disulfide*","AGE.x",0.245149528761059,0.0019058269966159,0.0224265447520561,"cysteinylglycine disulfide* (interacts with) AGE.x"
