"","ID","NAME","EQUATION","GENE.ASSOCIATION","SUBSYSTEM","Flux_C1","Flux_C2","Flux_CT"
"990","MAR07869","","dADP[c] + UDP[c] <=> dATP[c] + UMP[c]","ENSG00000162368","Nucleotide metabolism",-443.76677453329,-1000,-0.00179945569630036
"991","MAR07870","","dADP[n] + UDP[n] <=> dATP[n] + UMP[n]","ENSG00000162368","Nucleotide metabolism",1000,1000,1000
"992","MAR07871","","dCDP[c] + UDP[c] <=> dCTP[c] + UMP[c]","ENSG00000162368","Nucleotide metabolism",-999.534443148346,-999.484640736632,-1000
"993","MAR07872","","dCDP[n] + UDP[n] <=> dCTP[n] + UMP[n]","ENSG00000162368","Nucleotide metabolism",1000,1000,1000
"994","MAR07873","","dGDP[c] + UDP[c] <=> dGTP[c] + UMP[c]","ENSG00000162368","Nucleotide metabolism",NA,-1000,1000
"995","MAR07876","ATP:UMP phosphotransferase","ADP[n] + UDP[n] <=> ATP[n] + UMP[n]","ENSG00000162368","Nucleotide metabolism",NA,-1000,-1000
"996","MAR07882","ATP:GDP phosphotransferase","ADP[n] + GTP[n] <=> ATP[n] + GDP[n]","ENSG00000011052 or ENSG00000239672 or ENSG00000243678","Nucleotide metabolism",-1000,-1000,-1000
"997","MAR07884","ATP:UDP phosphotransferase","ADP[n] + UTP[n] <=> ATP[n] + UDP[n]","ENSG00000011052 or ENSG00000239672 or ENSG00000243678","Nucleotide metabolism",-1000,1000,-1000
"998","MAR07885","ATP:CDP phosphotransferase","ADP[n] + CTP[n] <=> ATP[n] + CDP[n]","ENSG00000011052 or ENSG00000239672 or ENSG00000243678","Nucleotide metabolism",1000,-1000,1000
"999","MAR07886","ATP:dTDP phosphotransferase","ADP[m] + dTTP[m] <=> ATP[m] + dTDP[m]","ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","Nucleotide metabolism",-1000,NA,-1000
"1000","MAR07888","ATP:dGDP phosphotransferase","ADP[n] + dGTP[n] <=> ATP[n] + dGDP[n]","ENSG00000011052 or ENSG00000239672 or ENSG00000243678","Nucleotide metabolism",1000,1000,1000
"1001","MAR07891","ATP:dCDP phosphotransferase","ADP[n] + dCTP[n] <=> ATP[n] + dCDP[n]","ENSG00000011052 or ENSG00000239672 or ENSG00000243678","Nucleotide metabolism",1000,1000,-1000
"1002","MAR07892","ATP:dADP phosphotransferase","ADP[n] + dATP[n] <=> ATP[n] + dADP[n]","ENSG00000011052 or ENSG00000239672 or ENSG00000243678","Nucleotide metabolism",1000,NA,1000
"1003","MAR07896","","ethanolamine[c] <=> ethanolamine[e]","","Transport reactions",NA,0.405608972300229,0.366412422496182
"1004","MAR07905","","ADP-ribose[c] <=> ADP-ribose[e]","ENSG00000004468","Transport reactions",246.799004800021,NA,246.799004800021
"1005","MAR08000","","(24R)-24,25-dihydroxycalciol[m] => (24R)-24,25-dihydroxycalciol[c]","","Transport reactions",0.00179945569627871,0.00199195041122021,0.00179945569627871
"1006","MAR08006","","(24R)-24,25-dihydroxycalciol[m] + H+[m] + NADPH[m] + O2[m] => calcitetrol[m] + H2O[m] + NADP+[m]","","Vitamin D metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"1007","MAR08144","5,10-methylenetetrahydrofolate:NAD+ oxidoreductase","5,10-methenyl-THF[c] + NADH[c] <=> 5,10-methylene-THF[c] + NAD+[c]","ENSG00000100714","Other",1000,1000,690.105535692019
"1008","MAR08354","","4-aminobutyrate[e] + H+[e] => 4-aminobutyrate[c] + H+[c]","ENSG00000123643","Transport reactions",1000,NA,1000
"1009","MAR08356","","acetaldehyde[c] <=> acetaldehyde[m]","","Transport reactions",168.7154474012,693.692587639116,240.079552521977
"1010","MAR08357","Acetaldehyde:NAD+ oxidoreductase","acetaldehyde[m] + H2O[m] + NAD+[m] => acetate[m] + 2 H+[m] + NADH[m]","ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904","Glycolysis / Gluconeogenesis",168.715447401201,693.692587639116,240.079552521977
"1011","MAR08410","superoxide:superoxide oxidoreductase","2 H+[m] + 2 O2-[m] => H2O2[m] + O2[m]","ENSG00000112096","Other",NA,5,5
"1012","MAR08445","ATP:cytidine 5'-phosphotransferase","ATP[m] + cytidine[m] => ADP[m] + CMP[m] + H+[m]","ENSG00000130717 or ENSG00000143179 or ENSG00000198276","Nucleotide metabolism",0.975814135700224,1.0802007367574,0.975814135700224
"1013","MAR08448","","CDP[c] + dGDP[c] <=> CMP[c] + dGTP[c]","ENSG00000162368","Nucleotide metabolism",-1000,-18.119885005997,-1000
"1014","MAR08450","","dCDP[c] + dGDP[c] <=> dCMP[c] + dGTP[c]","ENSG00000162368","Nucleotide metabolism",1000,1000,1000
"1015","MAR08451","","dCDP[n] + dGDP[n] <=> dCMP[n] + dGTP[n]","ENSG00000162368","Nucleotide metabolism",1000,-1000,1000
"1016","MAR08452","","2 dCDP[c] <=> dCMP[c] + dCTP[c]","ENSG00000162368","Nucleotide metabolism",1000,1000,1000
"1017","MAR08453","","2 dCDP[n] <=> dCMP[n] + dCTP[n]","ENSG00000162368","Nucleotide metabolism",1000,-1000,-1000
"1018","MAR08454","","dADP[c] + dCDP[c] <=> dATP[c] + dCMP[c]","ENSG00000162368","Nucleotide metabolism",-1000,-0.515359263368055,-1000
"1019","MAR08455","","dADP[n] + dCDP[n] <=> dATP[n] + dCMP[n]","ENSG00000162368","Nucleotide metabolism",NA,-1000,1000
"1020","MAR08456","","dCDP[c] + UDP[c] <=> dCMP[c] + UTP[c]","ENSG00000162368","Nucleotide metabolism",-0.46555685165356,-1000,-0.387590028270552
"1021","MAR08458","ATP:CMP phosphotransferase","ADP[n] + CDP[n] <=> ATP[n] + CMP[n]","ENSG00000162368","Nucleotide metabolism",1000,NA,-1000
"1022","MAR08459","ATP:dCMP phosphotransferase","ADP[n] + dCDP[n] <=> ATP[n] + dCMP[n]","ENSG00000162368","Nucleotide metabolism",-1000,1000,1000
"1023","MAR08460","","CDP[n] + dCDP[n] <=> CTP[n] + dCMP[n]","ENSG00000162368","Nucleotide metabolism",1000,1000,-1000
"1024","MAR08461","","dCDP[c] + GDP[c] <=> dCMP[c] + GTP[c]","ENSG00000154027","Nucleotide metabolism",-1000,-1000,-1000
"1025","MAR08462","","dCDP[n] + GDP[n] <=> dCMP[n] + GTP[n]","ENSG00000162368","Nucleotide metabolism",-1000,NA,-1000
"1026","MAR08463","","CDP[c] + dCDP[c] <=> CTP[c] + dCMP[c]","ENSG00000162368","Nucleotide metabolism",-1000,-1000,-1000
"1027","MAR08464","","CDP[n] + GDP[n] <=> CMP[n] + GTP[n]","ENSG00000162368","Nucleotide metabolism",1000,-1000,1000
"1028","MAR08465","","2 CDP[c] <=> CMP[c] + CTP[c]","ENSG00000162368","Nucleotide metabolism",1000,1000,1000
"1029","MAR08466","","2 CDP[n] <=> CMP[n] + CTP[n]","ENSG00000162368","Nucleotide metabolism",-1000,-1000,1000
"1030","MAR08467","","CDP[c] + UDP[c] <=> CMP[c] + UTP[c]","ENSG00000162368","Nucleotide metabolism",-1000,-1000,-1000
"1031","MAR08468","","CDP[n] + UDP[n] <=> CMP[n] + UTP[n]","ENSG00000162368","Nucleotide metabolism",NA,1000,1000
"1032","MAR08469","","CDP[c] + dADP[c] <=> CMP[c] + dATP[c]","ENSG00000162368","Nucleotide metabolism",1000,-1000,547.636746971294
"1033","MAR08470","","CDP[n] + dADP[n] <=> CMP[n] + dATP[n]","ENSG00000162368","Nucleotide metabolism",-1000,-1000,-1000
"1034","MAR08471","","CDP[c] + dCDP[c] <=> CMP[c] + dCTP[c]","ENSG00000162368","Nucleotide metabolism",1000,1000,1000
"1035","MAR08472","","CDP[n] + dCDP[n] <=> CMP[n] + dCTP[n]","ENSG00000162368","Nucleotide metabolism",-1000,1000,-1000
"1036","MAR08478","ATP:deoxycitidine 5'-phosphotransferase","ADP[n] + dCMP[n] + H+[n] <=> ATP[n] + deoxycytidine[n]","ENSG00000156136","Nucleotide metabolism",-1000,NA,1000
"1037","MAR08479","","dCMP[n] + H+[n] + UDP[n] <=> deoxycytidine[n] + UTP[n]","ENSG00000156136","Nucleotide metabolism",1000,NA,-1000
"1038","MAR08482","NADPH:oxidized-thioredoxin oxidoreductase","H+[m] + NADPH[m] + oxidized thioredoxin[m] => NADP+[m] + thioredoxin[m]","ENSG00000184470 or ENSG00000197763 or ENSG00000198431","Nucleotide metabolism",NA,NA,1.94080015136751
"1039","MAR08486","adenosine:phosphate alpha-D-ribosyltransferase","adenosine[c] + Pi[c] <=> adenine[c] + ribose-1-phosphate[c]","ENSG00000198805","Nucleotide metabolism",NA,0.011986445788466,753.032989332754
"1040","MAR08497","","H+[c] + methylglyoxal[c] + NADPH[c] => hydroxyacetone[c] + NADP+[c]","ENSG00000053371 or ENSG00000085662 or ENSG00000117448","Other",NA,NA,42.8720205562612
"1041","MAR08499","","H+[c] + hydroxyacetone[c] + NADPH[c] + O2[c] => 2 H2O[c] + methylglyoxal[c] + NADP+[c]","ENSG00000130649","Other",NA,NA,42.8720205562612
"1042","MAR08530","","formaldehyde[c] + GSH[c] + NAD+[c] <=> formylglutathione[c] + H+[c] + NADH[c]","ENSG00000147576 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144","Other",1000,1000,1000
"1043","MAR08538","4a-hydroxytetrahydrobiopterin hydro-lyase","4alpha-hydroxytetrahydrobiopterin[c] => dihydrobiopterin[c] + H2O[c]","ENSG00000132570 or ENSG00000166228","Other",0.00360937334426126,0.00399548192945076,0.00360937334426126
"1044","MAR08612","","aquacob(III)alamin[e] => aquacob(III)alamin[c]","","Transport reactions",0.00360937334427997,0.0039954819294824,0.00360937334427997
"1045","MAR08613","","2 aquacob(III)alamin[c] + NADH[c] => 2 cob(II)alamin[c] + H+[c] + 2 H2O[c] + NAD+[c]","","Other",0.00180468667213998,0.0019977409647412,0.00180468667213998
"1046","MAR08614","","cob(II)alamin[c] => cob(II)alamin[m]","ENSG00000151611","Transport reactions",0.00360937334427997,0.0039954819294824,0.00360937334427997
"1047","MAR08615","ATP:cob(I)alamin Co-beta-adenosyltransferase","cob(II)alamin[m] + NADH[m] <=> cob(I)alamin[m] + H+[m] + NAD+[m]","ENSG00000139428 or ENSG00000151611","Other",0.00360937334426126,0.00399548192945076,0.00360937334426126
"1048","MAR08616","ATP:cob(I)alamin Co-beta-adenosyltransferase","ATP[m] + cob(I)alamin[m] + H+[m] <=> cobamide-coenzyme[m] + triphosphate[m]","ENSG00000139428 or ENSG00000151611","Other",0.00360937334426126,0.00399548192945076,0.00360937334426126
"1049","MAR08617","Triphosphate phosphohydrolase","H2O[m] + triphosphate[m] => H+[m] + Pi[m] + PPi[m]","","Miscellaneous",0.00360937334427997,0.0039954819294824,0.00360937334427997
"1050","MAR08667","","ADP[m] + mesaconyl-CoA[m] + Pi[m] <=> ATP[m] + CoA[m] + mesaconate[m]","(ENSG00000163541 and ENSG00000172340) or (ENSG00000136143 and ENSG00000163541)","Other",-1000,1000,-1000
"1051","MAR08668","","CoA[m] + GTP[m] + mesaconate[m] <=> GDP[m] + mesaconyl-CoA[m] + Pi[m]","(ENSG00000163541 and ENSG00000172340) or (ENSG00000136143 and ENSG00000163541)","Other",-1000,1000,-1000
"1052","MAR08670","","2 chloride[e] + formate[c] => 2 chloride[c] + formate[e]","ENSG00000225697","Transport reactions",NA,NA,1000
"1053","MAR08676","","L-carnitine[c] <=> L-carnitine[e]","ENSG00000197208 or ENSG00000197375","Transport reactions",345.229983958343,-568.989931002792,598.454726508514
"1054","MAR08698","","2 H+[c] + NADPH[c] + retinoate[c] <=> H2O[c] + NADP+[c] + retinal[c]","","Retinol metabolism",NA,0.0498798280298161,999.982894708934
"1055","MAR08702","","9-cis-retinal[c] <=> retinal[c]","","Retinol metabolism",-0.00540882904056161,-0.00598743234070298,-0.00540882904056161
"1056","MAR08709","11-cis-retinol: NADP+ oxidoreductase","11-cis-retinal[c] + H+[c] + NADPH[c] <=> 11-cis-retinol[c] + NADP+[c]","ENSG00000025423 or ENSG00000135437 or ENSG00000139547 or ENSG00000140522 or ENSG00000157326 or ENSG00000170786 or ENSG00000187630 or ENSG00000265203","Retinol metabolism",-999.986483158374,-652.551804188371,-999.986483158374
"1057","MAR08722","","retinoate[c] => retinoate[r]","","Transport reactions",0.0117069239775342,NA,0.0117069239775641
"1058","MAR08729","UDP-glucuronate glucuronohydrolase","H2O[c] + UDP-glucuronate[c] => glucuronate[c] + H+[c] + UDP[c]","ENSG00000115652","Other",0.00360937334427997,NA,0.00360937334427997
"1059","MAR08743","succinate:FAD oxidoreductase","FADH2[m] + fumarate[m] <=> FAD[m] + succinate[m]","ENSG00000073578 and ENSG00000117118 and ENSG00000143252 and ENSG00000204370","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",0.00360937334426126,330.364115386442,250.080137941809
"1060","MAR08861","","H2O[c] + urea[c] <=> H2O[e] + urea[e]","ENSG00000132874 or ENSG00000141469","Transport reactions",891.395492791045,-1000,-1000
"1061","MAR08889","","betaine[e] + 2 Na+[e] => betaine[c] + 2 Na+[c]","ENSG00000111181","Transport reactions",NA,919.1584042873,1000
"1062","MAR08925","","Na+[e] + NH3[c] => Na+[c] + NH3[e]","ENSG00000066230 or ENSG00000090020 or ENSG00000115616","Transport reactions",37.2124648136645,NA,1000
"1063","MAR08971","Glucose 6-Phosphate Dehydrogenase","3 glucose-6-phosphate[c] + 3 NADP+[c] => 3 glucono-1,5-lactone-6-phosphate[c] + 3 H+[c] + 3 NADPH[c]","ENSG00000160211","Pentose phosphate pathway",654.668311365242,NA,469.586094426346
"1064","MAR08985","6-Phosphogluconolactonase","3 glucono-1,5-lactone-6-phosphate[c] + 3 H2O[c] => 3 6-phospho-D-gluconate[c] + 3 H+[c]","ENSG00000130313","Pentose phosphate pathway",321.334978031908,NA,136.252761093013
"1065","MAR08992","Ribulose 5-Phosphate 3-Epimerase","2 ribulose-5-phosphate[c] <=> 2 D-xylulose-5-phosphate[c]","ENSG00000197713","Pentose phosphate pathway",-98.5377256843728,-95.9724102233174,-98.5377256843728
"1066","MAR09034","","glucose[e] <=> ","","Exchange/demand reactions",1000,13.6433911744042,-999.975696886149
"1067","MAR09035","","linoleate[e] <=> ","","Exchange/demand reactions",-0.702147263956249,-5.14216412702535,-0.702147263956249
"1068","MAR09036","","linolenate[e] <=> ","","Exchange/demand reactions",-0.0307991489150936,-0.225557068757212,-0.0307991489150936
"1069","MAR09038","","histidine[e] <=> ","","Exchange/demand reactions",-986.822313053577,-11.8566794840418,-10.7108938637887
"1070","MAR09039","","isoleucine[e] <=> ","","Exchange/demand reactions",-55.2076930850208,-23.244169718123,-20.9979391901245
"1071","MAR09040","","leucine[e] <=> ","","Exchange/demand reactions",-1000,-47.4032034634108,-42.8223333340115
"1072","MAR09041","","lysine[e] <=> ","","Exchange/demand reactions",-33.5801100487672,-37.1723039132282,-33.5801100487673
"1073","MAR09042","","methionine[e] <=> ","","Exchange/demand reactions",-10.486489358486,-11.6082695634526,-10.4864893584866
"1074","MAR09043","","phenylalanine[e] <=> ","","Exchange/demand reactions",-1000,-756.625151694094,-1000
"1075","MAR09044","","threonine[e] <=> ","","Exchange/demand reactions",850.966794263666,-29.3693062470161,-26.5311651958109
"1076","MAR09045","","tryptophan[e] <=> ","","Exchange/demand reactions",-1000,-5.09481851544217,-4.60247411154296
"1077","MAR09046","","valine[e] <=> ","","Exchange/demand reactions",-31.4090501864503,-34.7689974053383,-31.4090501864503
"1078","MAR09047","","H2O[e] <=> ","","Exchange/demand reactions",1000,-1000,-1000
"1079","MAR09048","","O2[e] <=> ","","Exchange/demand reactions",-1000,-1000,-1000
"1080","MAR09058","","CO2[e] <=> ","","Exchange/demand reactions",-1000,-1000,-1000
"1081","MAR09061","","alanine[e] <=> ","","Exchange/demand reactions",-1000,-42.9641217050693,-38.8122280064387
"1082","MAR09062","","asparagine[e] <=> ","","Exchange/demand reactions",-17.5007920738017,-314.257215660614,-114.866610973701
"1083","MAR09063","","glutamine[e] <=> ","","Exchange/demand reactions",-101.36595524818,-29.5130036581005,-26.6609762209554
"1084","MAR09064","","tyrosine[e] <=> ","","Exchange/demand reactions",-1000,-14.7307869459557,-13.3072582185068
"1085","MAR09065","","cysteine[e] <=> ","","Exchange/demand reactions",-951.880510241774,-11.3958045038451,24.2309089480132
"1086","MAR09066","","arginine[e] <=> ","","Exchange/demand reactions",-1000,-26.4440344192828,-23.8885808102118
"1087","MAR09067","","glycine[e] <=> ","","Exchange/demand reactions",-1000,-1000,-1000
"1088","MAR09068","","proline[e] <=> ","","Exchange/demand reactions",-290.477346764377,946.953646380938,878.60261156472
"1089","MAR09069","","serine[e] <=> ","","Exchange/demand reactions",966.16198104554,925.21346484956,965.795568623043
"1090","MAR09071","","glutamate[e] <=> ","","Exchange/demand reactions",NA,-124.850840846304,1000
"1091","MAR09072","","Pi[e] <=> ","","Exchange/demand reactions",1000,-261.527926054986,-1000
"1092","MAR09075","","urate[e] <=> ","","Exchange/demand reactions",263.695820347823,1000,991.117704906757
"1093","MAR09078","","HCO3-[e] <=> ","","Exchange/demand reactions",998.372836083835,838.316808574601,997.516613696108
"1094","MAR09079","","H+[e] <=> ","","Exchange/demand reactions",1000,-1000,-1000
"1095","MAR09084","","ethanolamine[e] <=> ","","Exchange/demand reactions",NA,0.405608972300229,0.366412422496182
"1096","MAR09086","","acetate[e] <=> ","","Exchange/demand reactions",1000,1000,1000
"1097","MAR09087","","ornithine[e] <=> ","","Exchange/demand reactions",-834.625341091388,26.4440344192828,-902.6341811001
"1098","MAR09107","","heme[e] <=> ","","Exchange/demand reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"1099","MAR09109","","biotin[e] <=> ","","Exchange/demand reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"1100","MAR09133","","pyruvate[e] <=> ","","Exchange/demand reactions",1000,513.306954193813,1000
"1101","MAR09135","","L-lactate[e] <=> ","","Exchange/demand reactions",-1.6903331806659,815.182011071388,-1.6903331806659
"1102","MAR09140","","galactose[e] <=> ","","Exchange/demand reactions",-1000,1000,999.986483158375
"1103","MAR09141","","ADP-ribose[e] <=> ","","Exchange/demand reactions",246.799004800021,NA,246.799004800021
"1104","MAR09143","","riboflavin[e] <=> ","","Exchange/demand reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"1105","MAR09144","","pyridoxine[e] <=> ","","Exchange/demand reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"1106","MAR09145","","pantothenate[e] <=> ","","Exchange/demand reactions",-0.994809552711104,-1.10122816677665,-0.994809552711104
"1107","MAR09146","","folate[e] <=> ","","Exchange/demand reactions",NA,129.941483520298,1000
"1108","MAR09152","","alpha-tocotrienol[e] <=> ","","Exchange/demand reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"1109","MAR09154","","gamma-tocotrienol[e] <=> ","","Exchange/demand reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"1110","MAR09159","","thiamin[e] <=> ","","Exchange/demand reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"1111","MAR09167","","lipoic acid[e] <=> ","","Exchange/demand reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"1112","MAR09216","","2-hydroxybutyrate[e] <=> ","","Exchange/demand reactions",NA,-294.03433843557,1000
"1113","MAR09234","","5-methyl-THF[e] <=> ","","Exchange/demand reactions",967.347610494865,-0.011986445788466,467.350603484887
"1114","MAR09254","","adenosine[e] <=> ","","Exchange/demand reactions",NA,NA,-753.032989332754
"1115","MAR09259","","AKG[e] <=> ","","Exchange/demand reactions",-860.82000196919,-1000,-983.37232754379
"1116","MAR09262","","AMP[e] <=> ","","Exchange/demand reactions",1000,1000,1000
"1117","MAR09269","","aquacob(III)alamin[e] <=> ","","Exchange/demand reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"1118","MAR09274","Transport of L-Kynurenine","kynurenine[e] <=> kynurenine[c]","ENSG00000149150 or ENSG00000167703","Transport reactions",1000,0.1819826207809,1000
"1119","MAR09279","","cys-gly[e] <=> ","","Exchange/demand reactions",-34.5254650838571,NA,-34.5254650838565
"1120","MAR09292","","L-carnitine[e] <=> ","","Exchange/demand reactions",345.229983958343,-568.989931002792,598.454726508514
"1121","MAR09295","","cytidine[e] <=> ","","Exchange/demand reactions",-3.15900375921035,734.975139371843,-3.23697058259324
"1122","MAR09296","","deoxycytidine[e] <=> ","","Exchange/demand reactions",-0.473987441083295,-0.524691705459304,-0.396020617700287
"1123","MAR09297","","deoxyadenosine[e] <=> ","","Exchange/demand reactions",-1000,-642.061301326835,-0.00360937334426126
"1124","MAR09300","","deoxyguanosine[e] <=> ","","Exchange/demand reactions",-0.003609373344716,-1000,-1000
"1125","MAR09310","","deoxyuridine[e] <=> ","","Exchange/demand reactions",1000,-20.7375812003577,1000
"1126","MAR09318","","formate[e] <=> ","","Exchange/demand reactions",2.45637559420663,NA,2.45637559420663
"1127","MAR09348","","guanosine[e] <=> ","","Exchange/demand reactions",744.520793226286,-667.380402251228,957.396019075482
"1128","MAR09353","","guanine[e] <=> ","","Exchange/demand reactions",236.419546692344,1000,-957.396019075482
